DEP,ARR,AC,TYPE,FT,DIS,DET,ART,CAP,DEL,COST,DEM,TIC,Flight
IST,BHX,102,DH4,589,7005,3405,3994,68,0,29534,60,870,1087
IST,PEK,103,77W,1026,13209,381,1407,396,0,107562,311,557,15
PEK,IST,103,77W,1037,13209,1595,2651,396,0,107562,321,569,464
IST,PEK,103,77W,1056,13209,2720,3757,396,0,107562,291,465,871
PEK,IST,103,77W,1056,13209,3801,4857,396,0,107562,340,669,1214
AMS,IAH,104,74M,364,3831,589,953,319,0,36758,94,479,114
IAH,AMS,104,74M,364,3831,1347,1860,319,24,36758,269,310,377
AMS,EWR,104,76W,586,7109,2030,2613,218,0,45925,186,497,622
EWR,AMS,104,76W,586,7109,2701,3321,218,0,45925,162,436,851
AMS,EWR,104,76W,583,7109,3458,4044,218,0,45925,166,483,1105
EWR,AMS,104,76W,583,7109,4124,4707,218,0,45925,200,551,1277
GVA,STR,105,S20,950,11758,623,1573,58,0,43179,26,1117,126
STR,GVA,105,S20,950,11758,1629,2578,58,0,43179,65,1631,479
GVA,STR,105,S20,939,11758,2647,3583,58,0,43179,40,1327,835
STR,GVA,105,S20,949,11758,3711,4660,58,0,43179,69,1750,1186
AGP,IST,106,738,548,6364,856,1404,189,0,39394,157,513,187
IST,AGP,106,738,548,6364,1479,2014,189,0,39394,173,583,420
AGP,IST,106,738,535,6364,2224,2772,189,0,39394,80,956,704
IST,AGP,106,738,535,6364,2896,3431,189,0,39394,176,522,950
ALA,IST,107,738,443,4779,644,1087,189,0,32103,147,382,130
IST,ALA,107,738,443,4779,1176,1596,189,0,32103,157,389,296
ALA,IST,107,738,420,4779,1707,2140,189,0,32103,55,636,509
IST,ALA,107,738,409,4779,2285,2694,189,0,32103,168,433,724
ALA,PEK,107,738,830,9980,2954,3755,189,0,56028,125,529,967
PEK,ALA,107,738,830,9980,3814,4644,189,0,56028,121,434,1211
ALA,PEK,108,738,815,9980,1238,2053,189,5,56028,175,726,336
PEK,ALA,108,738,815,9980,2146,2937,189,0,56028,153,652,669
ALA,PEK,108,738,791,9980,3063,3878,189,0,56028,85,1303,996
PEK,ALA,108,738,791,9980,3976,4767,189,0,56028,177,786,1251
AMS,GVA,109,737,790,9935,875,1665,124,0,46750,101,764,194
GVA,AMS,109,737,790,9935,1729,2307,124,0,46750,68,911,514
AMS,IST,109,737,509,5998,2727,3242,124,0,31582,78,467,875
IST,AMS,109,737,509,5998,3311,3820,124,0,31582,121,700,1061
AMS,BEG,109,319,332,3426,3868,4190,123,0,21609,97,438,1231
BEG,AMS,109,319,332,3426,4264,4596,123,0,21609,83,356,1312
GVA,IAD,110,763,916,11288,871,1787,218,0,66543,178,705,192
IAD,GVA,110,763,916,11288,1833,2749,218,0,66543,197,749,543
DOH,RUH,111,333,724,8540,531,940,300,19,63113,259,506,91
RUH,DOH,111,333,724,8540,1285,2009,300,0,63113,260,597,306
DOH,FCO,111,333,637,7528,2112,2749,300,0,57166,212,304,656
FCO,DOH,111,333,637,7528,2806,3423,300,0,57166,269,522,915
DOH,IAD,111,777,691,8356,3598,4301,314,0,63731,122,799,1161
IAD,DOH,111,777,691,8356,4335,5026,314,0,63731,161,569,1328
DOH,MAA,112,333,341,3820,405,746,300,0,35376,253,337,31
MAA,DOH,112,333,341,3820,892,1254,300,0,35376,248,297,197
DOH,PEK,112,333,1010,12736,1289,2299,300,0,87771,242,653,352
PEK,DOH,112,333,1010,12736,2427,2768,300,0,87771,230,549,764
DOH,MAA,112,333,362,3820,2902,3264,300,0,35376,264,406,953
MAA,DOH,112,333,362,3820,3330,4340,300,0,35376,234,270,1066
MAA,RUH,113,333,482,5332,639,1121,300,0,44261,266,408,129
RUH,MAA,113,333,482,5332,1499,1981,300,0,44261,245,380,425
AGP,SOU,114,738,467,5085,1061,1711,189,0,33511,135,343,250
SOU,AGP,114,738,467,5085,1780,2247,189,0,33511,175,496,531
AGP,EMA,114,738,650,7886,2361,2823,189,0,46395,85,1115,743
EMA,AGP,114,738,650,7886,3041,3691,189,0,46395,142,453,960
AGP,SOU,114,738,462,5085,3720,4187,189,0,33511,175,527,1188
SOU,AGP,114,738,462,5085,4298,4760,189,0,33511,97,508,1321
BEG,IST,115,738,986,12561,458,1444,189,0,67900,130,593,50
IST,BEG,115,738,1004,12561,1629,2632,189,0,67900,129,615,480
BEG,IST,115,738,1003,12561,2707,3711,189,0,67900,146,733,858
IST,BEG,115,738,1003,12561,3767,4770,189,0,67900,150,730,1202
EDI,IST,116,738,152,1338,475,627,189,0,16274,165,308,64
IST,EDI,116,738,152,1338,847,999,189,0,16274,108,499,186
AUS,IAD,117,CR7,658,8068,610,1268,70,0,33181,58,966,120
IAD,AUS,117,CR7,658,8068,1396,2046,70,0,33181,83,1213,392
AUS,MCO,117,E90,768,9188,2119,2866,100,0,40729,69,762,659
MCO,AUS,117,E90,768,9188,2935,3703,100,0,40729,57,660,962
AUS,IAH,118,320,582,6878,520,1102,151,0,37791,114,474,85
IAH,AUS,118,320,566,6878,1482,2045,151,0,37791,35,764,421
CHS,DCA,119,E70,817,9829,826,1643,70,0,38871,34,893,181
DCA,CHS,119,E70,817,9829,1759,2556,70,0,38871,47,1022,527
CHS,DCA,119,E70,797,9829,2660,3477,70,2,38871,73,1220,840
DCA,CHS,119,E70,797,9829,3581,4378,70,0,38871,56,1070,1157
IAD,YYZ,120,ERJ,483,5475,676,1159,37,0,21889,12,913,145
YYZ,IAD,120,ERJ,472,5475,2297,2792,37,0,21889,35,1194,725
IAD,YYZ,120,ERJ,466,5475,2822,3305,37,0,21889,7,1063,919
YYZ,IAD,120,ERJ,466,5475,3339,3811,37,0,21889,33,1201,1068
IAD,PWM,121,CRJ,386,3993,1151,1537,50,0,18588,49,778,281
PWM,IAD,121,CRJ,386,3993,2192,2578,50,0,18588,67,944,692
IAD,YYZ,121,ERJ,495,5475,3945,4411,37,0,21889,52,1350,1247
YYZ,IAD,121,ERJ,495,5475,4470,4965,37,0,21889,39,1285,1342
IAH,XNA,122,CRJ,483,5349,1321,1804,50,0,22658,63,1122,369
XNA,IAH,122,CRJ,483,5349,2472,2955,50,0,22658,21,702,777
IAH,JAX,123,ERJ,747,8852,647,1394,37,0,31520,24,1497,132
JAX,IAH,123,ERJ,747,8852,1470,2209,37,0,31520,59,2090,418
IAH,SAP,123,ERJ,739,8802,2324,3071,37,0,31377,35,1702,731
SAP,IAH,123,ERJ,739,8802,3123,3862,37,0,31377,44,1815,1010
AGP,STR,124,320,566,6875,514,1080,151,0,37779,119,518,79
STR,AGP,124,320,566,6875,1215,1810,151,0,37779,94,460,316
AGP,STR,124,320,595,6875,1841,2417,151,0,37779,117,501,547
STR,AGP,124,320,595,6875,2536,3102,151,0,37779,117,552,798
AGP,STR,124,320,576,6875,3148,3743,151,0,37779,124,528,1015
STR,AGP,124,320,576,6875,3876,4452,151,0,37779,101,431,1233
BEG,STR,125,319,708,8587,372,1080,123,0,41432,78,884,7
STR,BEG,125,319,708,8587,1169,1876,123,0,41432,84,590,294
BEG,STR,125,319,707,8587,1912,2607,123,0,41432,92,654,575
STR,BEG,125,319,707,8587,2693,3401,123,0,41432,77,568,845
BEG,STR,125,319,695,8587,3466,4173,123,0,41432,107,791,1109
STR,BEG,125,319,695,8587,4247,4942,123,0,41432,81,546,1310
FCO,STR,126,319,680,8401,379,1059,123,0,40718,108,782,11
STR,FCO,126,319,680,8401,1153,1829,123,0,40718,74,539,284
FCO,STR,126,319,676,8401,1866,2556,123,13,40718,79,569,564
STR,FCO,126,319,676,8401,2695,3375,123,0,40718,82,551,846
FCO,STR,126,319,690,8401,3420,4096,123,0,40718,82,546,1092
STR,FCO,126,319,690,8401,4139,4829,123,0,40718,119,844,1283
AUS,OAK,127,73W,415,4754,738,1153,149,0,28789,46,383,158
OAK,AUS,127,73W,415,4754,1672,1772,149,0,28789,122,456,494
AUS,IAH,127,320,563,6878,2117,2719,151,0,37791,149,674,654
IAH,AUS,127,320,563,6878,2738,3304,151,0,37791,142,683,883
AUS,IAH,127,320,602,6878,3414,3977,151,0,37791,113,523,1091
IAH,AUS,127,320,602,6878,4105,4707,151,0,37791,102,484,1273
BOS,DFW,128,738,584,6876,1057,1641,189,0,41749,174,569,246
DFW,BOS,128,738,584,6876,1733,2325,189,153,41749,63,470,516
BOS,DFW,128,738,592,6876,2416,3016,189,0,41749,143,492,760
DFW,BOS,128,738,592,6876,3067,3651,189,25,41749,137,405,998
CHS,DFW,129,ER4,720,8519,412,1132,50,0,32173,66,1536,34
DFW,CHS,129,ER4,690,8519,2714,3434,50,0,32173,34,1422,864
DFW,SLC,130,M83,703,8486,1021,1724,155,0,44977,99,501,229
SLC,DFW,130,M83,703,8486,2062,2765,155,0,44977,120,571,635
DFW,IAH,130,M83,657,7699,3235,3861,155,0,41664,122,612,1037
IAH,DFW,130,M83,657,7699,4002,4659,155,0,41664,150,699,1257
DFW,FRA,131,777,670,8068,612,1282,314,0,61993,276,513,121
FRA,DFW,131,777,670,8068,1413,2092,314,0,61993,255,477,397
DFW,FRA,131,777,679,8068,2128,2810,314,0,61993,254,455,663
FRA,DFW,131,777,679,8068,2885,3555,314,0,61993,270,521,944
DFW,FRA,131,777,682,8068,3597,4276,314,0,61993,221,374,1160
FRA,DFW,131,777,682,8068,4345,5027,314,0,61993,275,513,1330
DFW,IAD,132,738,522,5947,529,1051,189,0,37476,83,469,88
IAD,DFW,132,738,522,5947,1089,1616,189,0,37476,161,456,260
DFW,IAD,132,738,527,5947,1695,2194,189,19,37476,176,574,505
IAD,DFW,132,738,527,5947,2250,2772,189,0,37476,144,396,711
DFW,IAD,132,738,499,5947,2867,3394,189,0,37476,124,367,936
IAD,DFW,132,738,499,5947,3428,3927,189,0,37476,165,460,1095
DFW,IAH,133,M83,641,7699,388,1029,155,18,41664,130,585,23
IAH,DFW,133,M83,641,7699,1095,1721,155,0,41664,117,533,264
DFW,IAH,133,M83,626,7699,1788,2445,155,0,41664,115,545,533
IAH,DFW,133,M83,626,7699,2557,3198,155,0,41664,111,472,803
DFW,YYZ,133,319,585,6773,3604,4187,123,0,34465,19,791,1164
YYZ,DFW,133,319,585,6773,4232,4817,123,0,34465,123,726,1306
DFW,YYZ,134,319,578,6773,872,1450,123,0,34465,59,677,193
YYZ,DFW,134,319,578,6773,1596,2179,123,0,34465,119,707,466
DFW,YYZ,134,319,583,6773,2262,2847,123,0,34465,97,562,716
YYZ,DFW,134,319,583,6773,2994,3572,123,0,34465,127,777,978
DFW,MCO,135,738,1096,13778,506,1602,189,0,73498,150,762,75
MCO,DFW,135,738,1096,13778,1651,2724,189,0,73498,147,742,486
DFW,MCO,135,738,1073,13778,2810,3906,189,0,73498,170,957,918
MCO,DFW,135,738,1073,13778,3953,5026,189,0,73498,162,871,1248
DFW,XNA,136,M80,506,5643,406,912,150,0,32560,125,525,32
XNA,DFW,136,M80,506,5643,1046,1558,150,0,32560,95,431,240
DFW,MAD,136,M83,171,1931,1648,2147,155,0,17387,150,357,485
MAD,DFW,136,M83,171,1931,2307,2478,155,0,17387,83,566,726
DFW,JAX,136,M80,653,7710,3501,4152,150,0,41141,136,681,1125
JAX,DFW,136,M80,653,7710,4200,4853,150,0,41141,94,494,1297
DFW,JAX,137,M80,640,7710,660,1300,150,162,41141,102,499,135
JAX,DFW,137,M80,640,7710,1333,1984,150,0,41141,105,524,374
DFW,XNA,137,M80,508,5643,2737,3249,150,10,32560,122,513,881
XNA,DFW,137,M80,508,5643,3309,3817,150,0,32560,76,573,1059
DOH,IAD,138,777,705,8356,369,1074,314,0,63731,255,463,5
IAD,DOH,138,777,705,8356,1159,1862,314,0,63731,77,639,287
DOH,RUH,138,777,695,8540,1903,2610,314,0,64842,275,577,573
RUH,DOH,138,777,695,8540,2650,3371,314,0,64842,269,512,836
DOH,RUH,138,777,707,8540,3459,4154,314,0,64842,278,552,1106
RUH,DOH,138,777,707,8540,4281,4988,314,0,64842,239,427,1317
DOH,IAH,139,777,415,4429,478,893,314,0,40022,270,334,66
IAH,DOH,139,777,415,4429,1042,1448,314,0,40022,256,306,236
DOH,IAH,139,777,406,4429,1510,1926,314,0,40022,228,267,430
IAH,DOH,139,777,406,4429,2073,2459,314,30,40022,262,314,644
DOH,FRA,139,333,915,11331,2631,3521,300,0,79514,116,1034,831
FRA,DOH,139,333,915,11331,3631,4546,300,0,79514,220,483,1169
MCO,YYZ,140,737,401,4428,536,937,124,0,25534,57,486,94
YYZ,MCO,140,737,401,4428,977,1385,124,0,25534,70,399,216
MCO,IAH,140,320,335,3670,1804,2167,151,0,24436,105,336,537
IAH,MCO,140,320,355,3670,2201,2554,151,0,24436,118,347,696
MCO,PTY,140,73G,121,1161,2793,2914,149,0,13914,96,199,909
PTY,MCO,140,73G,121,1161,3399,4155,149,0,13914,85,586,1086
BEG,FRA,141,319,903,10994,1154,2057,123,0,50678,80,1062,285
FRA,MXP,141,320,660,7982,2222,2902,151,0,42387,103,469,703
MXP,FRA,141,320,660,7982,3024,3684,151,0,42387,91,447,989
FRA,BEG,141,319,887,10994,4093,4980,123,0,50678,75,656,1270
BOS,YYZ,142,E90,514,5787,969,1483,100,0,28565,67,531,213
YYZ,BOS,142,E90,514,5787,1617,2121,100,30,28565,64,515,474
BOS,YYZ,142,E90,505,5787,3348,3852,100,4,28565,90,642,1070
YYZ,BOS,142,E90,505,5787,3993,4498,100,0,28565,106,742,1253
DOH,MAA,143,333,355,3820,621,976,300,0,35376,247,309,125
MAA,DOH,143,333,355,3820,1093,1440,300,0,35376,252,350,262
DOH,MAA,143,333,347,3820,1488,1859,300,0,35376,240,325,423
MAA,DOH,143,333,347,3820,1968,2326,300,0,35376,233,320,600
DOH,MAA,143,333,371,3820,2395,2746,300,0,35376,249,376,751
MAA,DOH,143,333,371,3820,2867,3222,300,3,35376,130,554,935
DOH,MAA,143,333,358,3820,3348,3695,300,0,35376,240,268,1071
MAA,DOH,143,333,358,3820,3783,4154,300,0,35376,214,247,1206
DOH,MAA,143,333,351,3820,4242,4600,300,0,35376,231,272,1309
MAA,DOH,143,333,351,3820,4677,5028,300,0,35376,212,215,1356
EWR,YYZ,144,E75,707,8839,367,1074,80,0,36942,16,1453,4
YYZ,EWR,144,E75,707,8839,1107,1838,80,0,36942,40,2022,267
EWR,BOS,144,E90,364,3798,1995,2361,100,0,21451,94,536,608
BOS,EWR,144,E90,341,3798,2466,2807,100,19,21451,78,506,776
EWR,BOS,144,E90,341,3798,2935,3285,100,0,21451,58,520,961
BOS,EWR,144,E90,366,3798,3349,3713,100,0,21451,102,540,1072
FCO,YYZ,145,333,447,4763,554,1001,300,0,40918,268,385,102
YYZ,FCO,145,333,447,4763,1126,1566,300,0,40918,162,368,270
FCO,YYZ,145,333,440,4763,1662,2078,300,0,40918,87,525,489
YYZ,FCO,145,333,440,4763,2134,2580,300,0,40918,255,413,666
FCO,YYZ,145,333,416,4763,2702,3149,300,0,40918,219,316,853
YYZ,FCO,145,333,416,4763,3210,3650,300,0,40918,92,301,1029
FCO,YYZ,145,333,446,4763,3729,4145,300,0,40918,242,378,1191
YYZ,FCO,145,333,446,4763,4235,4681,300,0,40918,244,323,1307
FRA,YYZ,146,77W,456,5032,481,937,396,0,50482,339,336,67
YYZ,FRA,146,77W,456,5032,1017,1470,396,29,50482,294,273,227
FRA,RUH,146,333,580,6878,2089,2692,300,0,53346,259,520,650
RUH,FRA,146,333,580,6878,2739,3321,300,0,53346,231,377,885
FRA,MCO,146,744,547,6170,3413,3934,416,0,60351,187,672,1089
MCO,FRA,146,744,547,6170,4035,4582,416,0,60351,312,346,1261
IAD,JAX,147,ERJ,475,5448,1094,1569,37,0,21812,26,1119,263
JAX,IAD,147,ERJ,475,5448,1652,2111,37,0,21812,26,1124,487
IAD,JAX,147,ERJ,459,5448,3726,4185,37,0,21812,8,2080,1163
JAX,IAD,147,ERJ,459,5448,4215,4916,37,0,21812,37,1237,1282
IAH,YYZ,148,CRA,621,7409,705,1326,70,0,31051,47,1059,151
YYZ,IAH,148,CRA,621,7409,1401,2003,70,0,31051,76,1061,393
IAH,YYZ,148,CRA,602,7409,2066,2675,70,0,31051,66,947,640
YYZ,IAH,148,CRA,602,7409,2753,3374,70,29,31051,71,994,892
IAH,YYZ,148,CRA,609,7409,3481,4083,70,0,31051,78,1078,1115
YYZ,IAH,148,CRA,609,7409,4202,4811,70,0,31051,2,628,1299
IST,YYZ,149,763,622,7479,660,1282,218,0,47751,56,439,136
YYZ,IST,149,763,622,7479,1338,1958,218,0,47751,189,562,375
IST,YYZ,149,763,620,7479,2060,2678,218,226,47751,193,539,633
YYZ,IST,149,763,620,7479,2733,3355,218,14,47751,87,524,880
IST,YYZ,149,763,618,7479,3431,4051,218,0,47751,161,462,1096
YYZ,IST,149,763,618,7479,4166,4784,218,0,47751,203,570,1290
PEK,YYZ,150,77W,908,11301,598,1506,396,0,94243,302,451,116
YYZ,PEK,150,77W,908,11301,1591,2491,396,0,94243,319,533,460
PEK,YYZ,150,77W,900,11301,2614,3522,396,0,94243,293,456,822
YYZ,PEK,150,77W,900,11301,3658,4558,396,0,94243,319,498,1175
YQB,YYZ,151,DH4,670,7972,437,1107,68,0,32636,18,1666,42
YYZ,YQB,151,DH4,670,7972,1224,1900,68,0,32636,80,1156,325
YQB,YYZ,151,DH4,676,7972,1931,2575,68,0,32636,80,1134,588
YYZ,YQB,151,DH4,676,7972,2713,3383,68,0,32636,28,682,863
YQB,YYZ,151,DH4,644,7972,3438,4114,68,0,32636,66,1075,1097
YYZ,YQB,151,DH4,644,7972,4157,4801,68,0,32636,59,979,1287
AMS,EWR,152,76W,620,7109,706,1326,218,0,45925,189,516,152
EWR,AMS,152,76W,620,7109,1372,1958,218,0,45925,193,513,386
AMS,PEK,152,332,659,7855,2182,2823,246,0,52844,112,1033,688
PEK,AMS,152,332,659,7855,2893,3543,246,0,52844,210,534,947
AMS,PEK,152,332,641,7855,3607,4266,246,0,52844,170,400,1166
PEK,AMS,152,332,641,7855,4358,4999,246,0,52844,224,585,1331
FCO,MPL,153,E75,690,8336,504,1194,80,0,35258,35,633,73
MPL,FCO,153,E75,690,8336,1236,1929,80,0,35258,53,763,334
FCO,MPL,153,E75,693,8336,2042,2732,80,0,35258,80,1047,626
MPL,FCO,153,E75,693,8336,2786,3476,80,0,35258,60,833,907
FCO,FRA,153,319,578,6837,3529,4105,123,0,34711,73,490,1138
FRA,FCO,153,319,578,6837,4229,4807,123,0,34711,76,487,1303
FRA,MAA,154,343,588,6941,426,1014,295,0,53191,253,510,39
MAA,FRA,154,343,588,6941,1148,1720,295,0,53191,219,366,278
FRA,MAA,154,343,572,6941,1858,2439,295,0,53191,246,413,557
MAA,FRA,154,343,572,6941,2486,3074,295,0,53191,222,377,782
FRA,MAA,154,343,581,6941,3214,3786,295,0,53191,83,641,1030
MAA,FRA,154,343,581,6941,3915,4496,295,0,53191,262,508,1242
AGP,FCO,155,319,871,10601,470,1341,123,0,49168,106,861,59
FCO,AGP,155,319,871,10601,1456,2323,123,0,49168,84,721,414
AGP,FCO,155,319,867,10601,2386,3257,123,0,49168,43,1449,749
FCO,AGP,155,319,867,10601,3397,4264,123,0,49168,31,645,1084
AMS,FCO,156,321,123,1384,1065,1188,197,0,16816,59,210,252
FCO,AMS,156,321,128,1384,1332,1457,197,0,16816,149,266,373
AMS,FCO,156,321,125,1384,1599,1758,197,0,16816,76,281,468
FCO,AMS,156,321,125,1384,1895,2019,197,0,16816,53,392,571
AMS,BEG,156,319,321,3426,2272,2604,123,0,21609,80,364,719
BEG,AMS,156,319,321,3426,2665,3006,123,0,21609,93,389,841
AMS,BEG,156,319,322,3426,3065,3411,123,0,21609,64,483,997
BEG,AMS,156,319,322,3426,3469,3790,123,0,21609,69,277,1110
BEG,FCO,157,E90,809,9850,1097,1906,100,0,43096,79,814,266
FCO,BEG,157,E90,809,9850,1994,2808,100,0,43096,84,856,607
BEG,FCO,157,E90,814,9850,2893,3702,100,0,43096,97,991,948
FCO,BEG,157,E90,814,9850,3790,4604,100,0,43096,77,803,1210
BOS,FCO,158,330,465,5015,709,1174,277,0,40490,195,263,153
FCO,BOS,158,330,465,5015,1298,1739,277,0,40490,220,395,355
BOS,FCO,158,330,441,5015,1793,2231,277,322,40490,209,292,534
FCO,BOS,158,330,441,5015,2314,2769,277,0,40490,243,449,728
BOS,FCO,158,330,438,5015,2807,3272,277,0,40490,193,289,916
FCO,BOS,158,330,438,5015,3420,3861,277,15,40490,197,322,1093
BOS,FCO,158,330,455,5015,3893,4331,277,0,40490,250,440,1239
FCO,BOS,158,330,455,5015,4475,4930,277,0,40490,221,396,1346
FCO,FRA,159,319,578,6837,902,1480,123,0,34711,110,698,198
FRA,FCO,159,319,578,6837,1549,2125,123,0,34711,68,462,445
FCO,FRA,159,319,576,6837,2255,2833,123,15,34711,99,617,714
FRA,FCO,159,319,576,6837,2898,3476,123,0,34711,89,526,951
FCO,MPL,159,E75,690,8336,3573,4266,80,0,35258,93,1113,1155
MPL,FCO,159,E75,690,8336,4305,4995,80,0,35258,61,822,1324
FCO,GVA,160,32S,334,3386,365,699,150,0,23190,131,411,1
GVA,FCO,160,32S,332,3386,1703,2035,150,0,23190,132,443,507
FCO,GVA,160,32S,343,3386,2139,2468,150,0,23190,146,461,668
GVA,FCO,160,32S,343,3386,2512,2846,150,0,23190,122,375,786
FCO,GVA,160,32S,332,3386,2943,3275,150,0,23190,142,417,965
GVA,FCO,160,32S,332,3386,3310,3653,150,0,23190,138,407,1060
FCO,VRN,160,32S,309,3384,4127,4462,150,0,23181,104,342,1278
VRN,FCO,160,32S,309,3384,4541,4850,150,0,23181,37,562,1348
FCO,IST,161,321,316,3398,965,1281,197,0,26265,176,379,211
IST,FCO,161,321,316,3398,1430,1749,197,0,26265,166,384,404
FCO,IST,161,321,319,3398,1880,2188,197,0,26265,171,397,567
IST,FCO,161,321,319,3398,2268,2576,197,0,26265,131,314,718
FCO,IST,161,321,308,3398,2667,3008,197,0,26265,137,302,842
IST,FCO,161,321,308,3398,3094,3410,197,0,26265,56,326,1005
FCO,IAD,161,763,362,3772,4158,4508,218,0,29462,188,345,1288
IAD,FCO,161,763,362,3772,4597,4959,218,0,29462,150,319,1351
FCO,RUH,162,320,350,3546,385,735,151,0,23920,150,452,17
RUH,FCO,162,320,350,3546,815,1158,151,0,23920,70,740,178
FCO,RUH,162,320,343,3546,1232,1590,151,0,23920,131,386,331
RUH,FCO,162,320,343,3546,1663,1982,151,0,23920,92,283,490
FCO,RUH,162,320,358,3546,2036,2370,151,0,23920,118,406,616
RUH,FCO,162,320,358,3546,2449,2799,151,0,23920,76,443,770
FCO,RUH,162,320,319,3546,2854,3197,151,0,23920,116,391,929
RUH,FCO,162,320,319,3546,3344,3702,151,0,23920,113,315,1069
FCO,RUH,162,320,334,3546,3799,4118,151,0,23920,28,491,1212
RUH,FCO,162,320,334,3546,4166,4500,151,11,23920,65,360,1289
FCO,GVA,163,32S,338,3386,939,1277,150,0,23190,101,291,204
GVA,FCO,163,32S,338,3386,1704,2046,150,0,23190,115,339,508
FCO,IAD,163,32S,342,3772,2352,2690,150,0,24792,104,349,741
IAD,FCO,163,32S,342,3772,3223,3565,150,0,24792,126,372,1032
FCO,GVA,163,32S,329,3386,3800,4132,150,0,23190,138,466,1213
GVA,FCO,163,32S,329,3386,4274,4603,150,0,23190,143,482,1316
AUS,BOS,164,E90,1046,13336,369,1415,100,0,55564,39,1116,6
BOS,AUS,164,E90,1046,13336,1449,2509,100,0,55564,102,1295,411
AUS,BOS,164,E90,1060,13336,2561,3607,100,25,55564,80,1072,805
BOS,AUS,164,E90,1060,13336,3646,4706,100,0,55564,85,1178,1172
AUS,MCO,165,E90,747,9188,531,1278,100,0,40729,73,774,90
MCO,AUS,165,E90,747,9188,1309,2077,100,0,40729,25,1367,359
AUS,IAD,165,CR7,650,8068,2127,2789,70,0,33181,39,2176,661
IAD,AUS,165,CR7,650,8068,2894,3552,70,0,33181,78,1131,949
AUS,IAD,165,CR7,662,8068,3588,4238,70,0,33181,73,1042,1159
IAD,AUS,165,CR7,662,8068,4296,4958,70,0,33181,73,1111,1320
BOS,EWR,166,E90,350,3798,735,1085,100,0,21451,64,377,157
EWR,BOS,166,E90,350,3798,1189,1553,100,0,21451,92,544,304
BOS,EWR,166,E90,364,3798,1591,1932,100,0,21451,60,363,459
EWR,ORD,166,E75,752,9205,2796,3556,80,0,38166,87,1159,911
ORD,EWR,166,E75,752,9205,3698,4450,80,0,38166,93,1166,1181
EWR,BOS,166,E90,341,3798,4612,4953,100,0,21451,106,616,1352
BOS,CHS,167,E90,862,10685,1001,1863,100,0,46083,37,1714,224
CHS,BOS,167,E90,862,10685,1976,2845,100,0,46083,54,705,602
BOS,CHS,167,E90,869,10685,2939,3801,100,0,46083,81,942,963
CHS,BOS,167,E90,869,10685,3893,4762,100,0,46083,99,1101,1238
BOS,IAD,168,E90,331,3566,584,915,100,0,20622,57,358,113
IAD,BOS,168,E90,331,3566,1055,1390,100,0,20622,106,591,245
BOS,IAD,168,E90,335,3566,1538,1883,100,0,20622,80,512,440
IAD,IAH,168,320,754,9111,2061,2815,151,0,47087,99,501,634
IAH,IAD,168,320,754,9111,2956,3431,151,0,47087,100,572,968
IAD,BOS,168,E90,345,3566,3784,4129,100,0,20622,80,436,1208
BOS,IAD,168,E90,340,3566,4209,4554,100,0,20622,90,476,1300
IAD,BOS,168,E90,340,3566,4622,4962,100,0,20622,51,329,1353
BOS,JAX,169,E90,1011,12484,557,1568,100,0,52517,92,1122,104
JAX,BOS,169,E90,1011,12484,1603,2611,100,0,52517,90,1123,470
BOS,JAX,169,E90,1008,12484,2707,3718,100,0,52517,15,1483,859
JAX,BOS,169,E90,1008,12484,3754,4762,100,0,52517,76,972,1198
BOS,MCO,170,320,652,7659,538,1190,151,0,41043,37,449,95
MCO,BOS,170,320,652,7659,1291,1940,151,0,41043,141,646,354
BOS,MCO,170,320,649,7659,2011,2667,151,0,41043,73,1238,612
MCO,BOS,170,320,649,7659,2760,3412,151,0,41043,127,626,897
BOS,PLS,170,320,522,6258,3707,4229,151,0,35210,104,455,1184
PLS,BOS,170,320,522,6258,4460,4857,151,0,35210,101,453,1345
EWR,MCO,171,320,473,5353,470,943,151,0,31443,131,480,60
MCO,SJU,171,73G,756,9142,1317,1438,149,0,46955,112,632,364
SJU,MCO,171,73G,756,9142,2103,2859,149,0,46955,34,929,521
MCO,YYZ,171,737,392,4428,2857,3273,124,0,25534,90,471,931
YYZ,MCO,171,737,392,4428,3724,4116,124,0,25534,103,494,1190
MCO,EWR,171,320,486,5353,4373,4859,151,0,31443,135,565,1335
AMS,BHX,172,E75,836,10166,516,1352,80,0,41382,26,982,80
BHX,AMS,172,E75,836,10166,1419,2252,80,8,41382,74,1081,401
AMS,BHX,172,E75,833,10166,2338,3174,80,0,41382,46,1114,735
BHX,AMS,172,E75,833,10166,3300,4133,80,0,41382,60,1011,1056
BHX,EDI,173,DH4,398,4385,1703,2114,68,8,21127,46,575,506
EDI,BHX,173,DH4,398,4385,2211,2591,68,0,21127,66,707,700
BHX,EDI,173,DH4,411,4385,2706,3095,68,0,21127,51,624,857
EDI,BHX,173,DH4,411,4385,3190,3588,68,0,21127,46,620,1024
BHX,EDI,173,DH4,380,4385,3631,4042,68,0,21127,28,498,1167
EDI,BHX,173,DH4,380,4385,4072,4452,68,4,21127,64,664,1265
BHX,STR,174,E75,105,1116,994,1099,80,5,11096,61,381,221
STR,BHX,174,E75,105,1116,1202,1306,80,8,11096,85,361,313
BHX,STR,174,E75,104,1116,1432,1548,80,0,11096,62,319,405
STR,BHX,174,E75,104,1116,1695,1819,80,0,11096,54,316,503
BHX,STR,174,E75,116,1116,1886,2002,80,0,11096,57,292,569
