DEP,ARR,AC,TYPE,FT,DIS,DET,ART,CAP,DEL,COST,DEM,TIC,Flight
FRA,PMI,57,320,974,12077,2685,3640,151,0,59435,144,876,387
YYZ,PDL,43,313,653,7661,2715,3368,195,0,46041,130,316,388
LYS,LIS,50,100,728,9109,2715,3443,97,0,40056,80,752,389
LYS,FRA,103,319,538,6224,2721,3268,123,0,32356,88,429,390
DEL,BHX,72,788,601,6849,2723,3468,242,0,47140,180,296,391
EDI,BHX,96,DH4,409,4385,2730,3116,68,0,21127,47,512,392
BHX,DLM,124,752,212,2213,2745,2965,200,0,20858,139,149,393
LED,KGF,47,320,688,8237,2749,3437,151,0,43449,116,502,394
FRA,AGA,98,32S,638,7757,2750,3377,150,0,41336,142,601,395
DEL,RUH,73,332,377,4323,2757,3669,246,0,34281,103,549,396
ALA,LED,78,E90,430,5057,2759,3556,100,0,25954,85,481,397
FRA,EDI,114,321,88,578,2760,2829,197,0,13034,145,112,398
DEL,DOH,70,73H,763,9507,2767,3548,162,0,50217,109,445,399
AGA,LYS,125,319,882,11231,2784,3687,123,0,51588,78,955,400
FRA,CAI,37,333,666,8190,2785,3451,300,0,61056,151,426,401
RIX,LED,97,DH4,551,6380,2785,3326,68,0,27528,72,853,402
RUH,MED,48,E70,365,4178,2797,3162,70,0,20610,77,642,403
LED,SKX,2,CR2,692,8457,2798,3504,50,0,31986,52,1274,404
BEY,DOH,118,320,178,1788,2798,2975,151,0,16602,58,406,405
TRV,RUH,13,77W,578,6596,2804,3382,396,0,61400,293,216,406
FRA,MBJ,61,757,830,10102,2811,3519,200,0,58145,179,624,407
AGA,EUN,14,738,1028,12965,2845,3859,189,16,69759,56,1141,408
DOH,BEY,79,320,155,1788,2847,3399,151,0,16602,106,178,409
FRA,BEY,111,32A,665,8004,2855,3513,151,25,42479,106,423,410
PDL,BOS,71,738,584,6974,2868,3454,189,0,42200,122,284,411
TGD,FRA,69,73H,349,3862,2879,3228,162,0,26002,100,816,412
NBO,MRU,10,319,196,2084,2895,3091,123,0,16454,112,275,413
BHX,HRG,26,321,600,7213,2901,3501,197,0,44165,89,908,414
BHX,AGP,104,738,748,8932,2902,3650,189,0,51207,148,466,415
IST,FRA,68,321,526,5830,2914,3440,197,0,37676,144,293,416
EDI,FRA,114,321,88,578,2916,3004,197,0,13034,156,134,417
FRA,BCN,18,321,652,7734,2932,3387,197,0,46610,185,552,418
CMN,FRA,40,333,645,7486,2932,3513,300,0,56919,212,248,419
BEG,FMM,53,320,526,5853,2938,3439,151,0,33524,132,442,420
MBJ,DFW,8,738,399,4242,2942,3341,189,0,29633,140,259,421
RIX,FRA,89,735,132,1511,2948,3080,108,0,13613,110,282,422
MLE,DOH,121,320,507,5675,2949,3458,151,0,32783,115,364,423
ACE,EDI,24,738,816,9955,2950,3741,189,0,55913,144,492,424
FRA,TFS,62,767,787,9570,2951,3831,218,0,58067,124,606,425
BHX,FRA,112,319,284,2847,2965,3240,123,0,19385,83,246,426
DEL,RUH,95,77W,400,4323,2977,3363,396,0,45533,337,252,427
FRA,DLM,99,757,351,3878,2989,3363,200,0,28727,150,238,428
FRA,INN,115,DH4,491,5504,2993,3475,68,0,24718,70,754,429
FRA,BLQ,3,32A,791,9752,2999,3790,151,0,49756,108,513,430
ALA,GUW,16,321,532,6277,3002,3534,197,0,39774,110,447,431
EDI,CFU,27,738,274,2630,3012,3490,189,0,22218,161,239,432
DEL,FRA,93,788,745,9141,3016,3782,242,0,59080,222,572,433
BJA,LYS,11,738,771,9517,3018,3801,189,0,53898,140,463,434
FRA,ALA,110,333,316,3071,3020,3344,300,0,30975,222,166,435
HKG,MLE,20,333,374,3838,3020,3367,300,0,35482,226,197,436
DOH,RUH,80,777,687,8540,3033,3748,314,0,64842,235,306,437
DOH,BEY,118,320,178,1788,3044,3223,151,0,16602,84,252,438
HKG,FRA,59,77W,512,5663,3059,3571,396,0,54887,316,261,439
EMA,DLM,21,757,284,2583,3065,3349,200,0,22606,173,235,440
LYS,EDI,127,319,568,6726,3068,3645,123,0,34284,103,525,441
YYZ,FRA,58,E90,431,5032,3071,3502,100,0,25865,76,457,442
BEG,TGD,22,733,812,10275,3075,3260,128,0,48633,122,808,443
EDI,AGP,76,738,601,7099,3085,3686,189,0,42775,68,389,444
FRA,CDG,6,763,955,11946,3087,4042,218,0,69789,175,572,445
FRA,RUH,117,333,566,6878,3090,3671,300,0,53346,135,353,446
VIE,INN,9,320,550,6431,3091,3641,151,0,35930,138,502,447
FRA,EDI,114,321,88,578,3091,3179,197,0,13034,183,155,448
DLM,BHX,124,752,212,2213,3094,3298,200,0,20858,57,152,449
VRA,AMS,30,73H,561,6515,3098,3659,162,0,37382,57,804,450
DLM,EDI,126,320,766,9637,3104,3895,151,0,49277,106,497,451
FRA,LIS,67,321,482,5338,3104,3586,197,0,35368,160,330,452
HOR,PDL,44,DH2,381,4093,3117,3508,37,0,17947,9,680,453
DEL,ALA,107,E90,789,9648,3129,3918,100,0,42374,53,551,454
FRA,PDL,123,320,513,5867,3129,3635,151,0,33582,41,671,455
FRA,FCO,15,319,577,6837,3130,3487,123,0,34711,120,624,456
DEL,MRU,94,332,874,11129,3141,4054,246,0,70050,191,479,457
BOS,PDL,122,313,602,6974,3141,3733,195,4,42833,166,437,458
NCL,AGP,25,733,529,5963,3209,3566,128,0,31823,54,462,459
BHX,EDI,96,DH4,414,4385,3212,3622,68,0,21127,42,478,460
LED,ALA,108,320,447,5057,3217,3664,151,0,30210,107,310,461
LGW,INN,52,319,326,3301,3229,3555,123,0,21129,87,286,462
LYS,AGP,106,320,778,9497,3235,4013,151,0,48694,135,668,463
BEY,RUH,119,320,557,6311,3241,3802,151,0,35431,138,502,464
LIS,BOS,5,313,721,8504,3255,3804,195,0,49976,152,451,465
DFW,FRA,87,777,655,8068,3284,3942,314,0,61993,235,304,466
BHX,DEL,92,788,600,6849,3288,3881,242,0,47140,198,366,467
FRA,AMM,32,330,380,4183,3301,3681,277,0,35821,202,182,468
BEY,DOH,118,320,155,1788,3304,3482,151,0,16602,140,242,469
MRU,RUN,10,319,460,5121,3310,3765,123,0,28119,72,299,470
FRA,LYS,103,319,525,6224,3327,3865,123,0,32356,17,331,471
FRA,BHX,112,319,284,2847,3334,3608,123,0,19385,118,353,472
MRU,FRA,101,767,765,9620,3348,4113,218,0,58313,180,515,473
BHX,BHD,17,DH4,532,6120,3350,3882,68,0,26694,37,580,474
FRA,LED,116,32A,617,7175,3357,3969,151,0,39028,126,497,475
PDL,ORY,42,320,473,5558,3379,3852,151,0,32296,129,413,476
ASB,FRA,49,733,433,4926,3384,3987,128,353,27780,107,419,477
LYS,BHX,91,E75,728,9051,3389,4117,80,0,37651,50,713,478
ALA,FRA,110,333,287,3071,3390,3709,300,0,30975,263,227,479
BHX,DLM,124,752,202,2213,3391,3603,200,0,20858,162,190,480
BOS,DFW,86,738,578,6876,3391,3964,189,0,41749,143,366,481
LED,FRU,46,320,394,4033,3396,3790,151,0,25947,93,218,482
MLE,HKG,20,333,374,3838,3398,3772,300,0,35482,93,374,483
TER,PDL,45,DH4,655,7645,3399,4054,68,0,31587,61,887,484
RUH,DEL,95,77W,400,4323,3406,3809,396,0,45533,334,255,485
DLM,FRA,99,757,383,3878,3422,3773,200,0,28727,184,329,486
FRA,DME,41,320,691,8555,3422,4113,151,0,44773,122,546,487
AGP,EDI,105,738,598,7099,3423,4041,189,0,42775,161,442,488
DLM,BHX,74,752,197,2213,3427,3843,200,0,20858,170,217,489
DOH,DEL,85,73H,760,9507,3432,4192,162,0,50217,95,702,490
MLE,FRA,100,767,801,9882,3437,4238,218,0,59606,196,606,491
TGD,BEG,22,733,812,10275,3451,4263,128,0,48633,83,537,492
FRA,DOH,90,333,908,11331,3464,4372,300,0,79514,156,1242,493
LED,RIX,97,DH4,527,6380,3474,4025,68,0,27528,56,724,494
PRG,ALA,33,738,411,4721,3485,3896,189,0,31836,179,399,495
FRA,BEG,88,319,892,10994,3489,4381,123,0,50678,109,813,496
DOH,RUH,120,777,714,8540,3493,4205,314,0,64842,156,930,497
AGA,FRA,98,32S,631,7757,3515,4153,150,19,41336,139,587,498
INN,FRA,115,DH4,491,5504,3519,4010,68,0,24718,28,482,499
DOH,BEY,118,320,155,1788,3527,3682,151,0,16602,126,213,500
VRA,FRA,102,767,810,9940,3532,4342,218,0,59892,115,1276,501
DOH,MLE,121,320,495,5675,3544,4051,151,20,32783,135,453,502
HRG,BHX,26,321,600,7213,3556,4484,197,0,44165,148,358,503
BOS,DFW,71,738,594,6876,3558,4152,189,0,41749,169,472,504
GVA,FRA,66,32A,566,6523,3558,4124,151,215,36313,142,536,505
BEY,FRA,111,32A,664,8004,3567,4232,151,10,42479,115,480,506
SKX,LED,2,CR2,692,8457,3605,4297,50,0,31986,68,1465,507
LYS,AGA,82,319,918,11231,3612,4530,123,0,51588,70,526,508
FRA,MAA,59,77W,581,6941,3644,4233,396,0,63808,319,299,509
BHX,FRA,112,319,300,2847,3645,3915,123,0,19385,50,613,510
DOH,DEL,70,73H,763,9507,3647,4410,162,0,50217,88,1420,511
MBJ,FRA,61,757,830,10102,3653,4483,200,0,58145,134,382,512
DLM,BHX,124,752,202,2213,3659,3861,200,0,20858,164,203,513
EDI,BHX,96,DH4,414,4385,3668,4077,68,0,21127,54,559,514
FRA,PRG,68,321,413,4801,3694,4117,197,226,32848,109,805,515
PDL,FRA,123,320,513,5867,3700,4213,151,0,33582,70,910,516
LIS,FRA,67,321,482,5338,3707,4649,197,0,35368,80,682,517
FRA,BOS,113,744,955,11953,3710,4665,416,0,102050,356,539,518
FRA,CMN,40,333,645,7486,3717,4362,300,19,56919,242,352,519
EDI,LYS,127,319,591,6726,3720,4288,123,0,34284,39,447,520
LED,ALA,78,E90,430,5057,3732,4162,100,0,25954,76,445,521
MAD,FRA,56,320,577,6733,3734,4311,151,0,37188,136,513,522
PMI,FRA,57,320,974,12077,3739,4713,151,0,59435,91,480,523
ALA,LED,108,320,431,5057,3747,4194,151,0,30210,115,348,524
PDL,HOR,44,DH2,381,4093,3778,4159,37,0,17947,14,717,525
LYS,AGA,125,319,882,11231,3789,4671,123,0,51588,69,889,526
RUH,FRA,117,333,566,6878,3803,4369,300,0,53346,260,389,527
FRA,AGP,109,321,1021,12935,3826,4847,197,0,71013,133,479,528
FRA,ALA,110,333,287,3071,3842,4158,300,0,30975,215,145,529
EDI,ACE,24,738,816,9955,3842,4658,189,0,55913,47,828,530
RUN,MRU,10,319,460,5121,3845,4305,123,0,28119,75,304,531
RUH,BEY,119,320,557,6311,3848,4405,151,0,35431,128,454,532
DEL,RUH,95,77W,398,4323,3859,4259,396,0,45533,296,162,533
PDL,BOS,122,313,602,6974,3864,4466,195,0,42833,182,506,534
FRA,DEL,93,788,745,9141,3877,4622,242,0,59080,212,524,535
EUN,AGA,14,738,1028,12965,3892,4920,189,0,69759,166,754,536
LYS,BJA,11,738,771,9517,3894,4665,189,0,53898,159,557,537
RUH,DEL,73,332,377,4323,3896,4273,246,0,34281,223,316,538
FRA,DLM,99,757,383,3878,3899,4282,200,0,28727,154,241,539
GUW,ALA,16,321,532,6277,3903,4268,197,0,39774,134,267,540
BLQ,LYS,3,32A,491,5593,3923,4430,151,0,32442,99,305,541
DEL,BHX,92,788,600,6849,3928,4528,242,0,47140,192,355,542
FMM,BEG,53,320,526,5853,3941,4467,151,0,33524,143,486,543
RUH,DOH,80,777,687,8540,3945,4632,314,0,64842,228,279,544
TFS,FRA,62,767,787,9570,3973,4760,218,0,58067,108,1167,545
LYS,FRA,103,319,525,6224,3987,4512,123,0,32356,92,448,546
EDI,DLM,126,320,766,9637,4001,4767,151,0,49277,120,573,547
LED,FRA,116,32A,617,7175,4006,4623,151,0,39028,96,352,548
FRA,DFW,87,777,655,8068,4008,4663,314,0,61993,243,324,549
DFW,BOS,86,738,578,6876,4053,4631,189,0,41749,166,461,550
FRA,BHX,112,319,300,2847,4054,4338,123,0,19385,84,242,551
RIX,LED,97,DH4,527,6380,4076,4603,68,0,27528,42,837,552
EDI,AGP,105,738,598,7099,4116,4714,189,0,42775,178,525,553
BHX,EDI,96,DH4,386,4385,4139,4553,68,5,21127,78,694,554
MRU,DEL,94,332,874,11129,4144,5018,246,0,70050,222,643,555
MLE,DOH,121,320,495,5675,4155,4650,151,0,32783,97,287,556
ALA,FRA,110,333,316,3071,4220,4507,300,0,30975,211,133,557
FRA,AGA,98,32S,631,7757,4233,4864,150,0,41336,140,596,558
DFW,BOS,71,738,594,6876,4237,4821,189,0,41749,48,621,559
PRG,FRA,68,321,413,4801,4275,4688,197,0,32848,164,320,560
LED,ALA,108,320,431,5057,4281,4712,151,0,30210,100,279,561
FRA,BEY,111,32A,664,8004,4285,4949,151,8,42479,116,477,562
MAA,FRA,59,77W,581,6941,4286,4867,396,13,63808,340,367,563
RUH,DOH,120,777,714,8540,4288,5002,314,0,64842,110,694,564
RUH,DEL,95,77W,398,4323,4336,4734,396,0,45533,335,248,565
LYS,EDI,127,319,591,6726,4352,4943,123,0,34284,102,513,566
BHX,FRA,112,319,279,2847,4383,4683,123,0,19385,123,367,567
LYS,BLQ,3,32A,491,5593,4483,4974,151,0,32442,112,364,568
FRA,ALA,110,333,316,3071,4545,4861,300,0,30975,244,208,569
FRA,ASB,49,733,433,4926,4590,5023,128,0,27780,56,855,570
EDI,BHX,96,DH4,386,4385,4630,5016,68,0,21127,57,570,571
FRA,BHX,112,319,279,2847,4726,5005,123,0,19385,102,305,572
