DEP,ARR,AC,TYPE,FT,DIS,DET,ART,CAP,DEL,COST,DEM,TIC,Flight
IAD,GVA,188,763,895,11288,1633,2546,218,0,66543,86,1190,383
EWR,BHX,171,752,349,3689,1638,2002,200,0,27834,169,354,384
DFW,XNA,125,M80,478,5643,1643,2117,150,0,32560,112,433,385
YYZ,IAD,136,ERJ,492,5475,1644,2124,37,0,21889,16,1161,386
SAL,EWR,71,320,1047,13365,1649,2713,151,14,64797,128,911,387
PEK,HIA,48,320,365,3870,1654,2020,151,0,25269,136,397,388
PEK,IST,97,77W,1061,13209,1655,2404,396,0,107562,340,637,389
MAA,RUH,197,333,471,5332,1662,2124,300,0,44261,256,403,390
IAH,MCO,190,320,337,3670,1667,2031,151,0,24436,129,461,391
IAH,EWR,215,739,876,11119,1667,2575,178,0,59582,171,848,392
XNA,LAX,9,CR7,467,5280,1669,2136,70,0,24171,37,620,393
GVA,RUH,194,320,401,4498,1672,2083,151,0,27883,114,422,394
PHL,EWR,68,DH3,479,5718,1672,2177,50,0,23765,17,721,395
EWR,BCN,170,752,879,11001,1675,2564,200,0,62394,167,721,396
IST,EDI,106,738,139,1338,1675,1814,189,0,16274,170,239,397
FRA,EDI,175,321,66,578,1675,1760,197,0,13034,146,201,398
IAH,AUS,108,320,597,6878,1677,2274,151,0,37791,120,584,399
FRA,EWR,176,744,170,2042,1678,1878,416,0,30586,172,218,400
IAD,DFW,121,738,496,5947,1678,2207,189,0,37476,147,414,401
BCN,IST,198,320,453,5231,1679,2161,151,0,30935,98,352,402
IAD,PWM,224,CRJ,379,3993,1680,2056,50,0,18588,63,887,403
MCO,ILG,39,320,587,7108,1683,2270,151,0,38749,132,630,404
FRA,DXB,75,77W,508,6101,1684,2192,396,26,57945,311,337,405
OAK,AUS,40,73W,430,4754,1687,2117,149,0,28789,81,510,406
BOS,IAD,146,E90,343,3566,1692,2024,100,0,20622,17,416,407
DOH,BEY,47,320,161,1788,1698,1880,151,0,16602,105,214,408
YQB,PUJ,59,310,884,11078,1709,2604,206,0,63674,184,691,409
EWR,BWI,84,DH3,815,9835,1716,2531,50,0,36123,57,1611,410
YYZ,MCO,91,737,421,4428,1718,2125,124,0,25534,114,511,411
BEG,GVA,163,S20,478,5186,1719,2158,58,0,22848,30,653,412
DOH,GVA,159,320,499,5669,1723,2233,151,112,32758,48,874,413
SAP,IAH,226,738,735,8802,1723,2447,189,0,50609,174,689,414
DCA,CHS,4,E70,789,9829,1724,2513,70,0,38871,56,1035,415
BHX,EDI,150,DH4,381,4385,1725,2136,68,0,21127,65,704,416
CHS,ATL,21,320,527,6206,1726,2049,151,0,34994,42,793,417
FRA,MCO,181,744,520,6170,1727,2266,416,0,60351,335,329,418
EWR,STR,177,752,476,5538,1727,2226,200,17,36573,157,389,419
FRA,BOS,173,744,969,11953,1734,2701,416,8,102050,354,613,420
IAD,JAX,222,ERJ,485,5448,1736,2201,37,0,21812,29,1116,421
ALA,IST,168,738,430,4779,1741,2178,189,0,32103,128,293,422
FRA,MAA,141,343,568,6941,1742,2335,295,0,53191,215,307,423
STR,GVA,164,S20,958,11758,1744,2668,58,0,43179,10,2373,424
FRA,BHX,172,319,297,2847,1748,2052,123,0,19385,94,376,425
STR,IST,205,320,561,6439,1755,2290,151,0,35964,143,635,426
DOH,BKK,51,77W,710,8421,1758,2059,396,0,74139,338,445,427
SAP,EWR,218,738,836,10258,1759,2578,189,0,57306,150,588,428
PEK,IAD,155,777,723,8640,1763,2484,314,0,65446,221,362,429
VRN,CDG,23,318,365,4102,1769,2134,112,0,23408,70,360,430
PEK,CGQ,30,738,326,3335,1772,2098,189,13,25461,135,343,431
MAA,DOH,192,333,370,3820,1776,2137,300,0,35376,225,234,432
FRA,GVA,162,E90,570,6523,1776,2344,100,22,31197,35,1219,433
STR,BCN,114,319,556,6543,1779,2332,123,0,33581,89,484,434
GVA,BCN,100,320,922,11245,1791,2713,151,0,55971,127,845,435
IST,YYZ,138,763,631,7479,1794,2431,218,4,47751,185,523,436
BOS,DFW,117,738,600,6876,1797,2399,189,0,41749,37,391,437
FRA,RZE,184,CR7,654,7782,1804,2440,70,0,32256,71,1033,438
HER,FRA,66,320,510,5675,1816,2380,151,0,32783,113,484,439
YYZ,BCN,131,763,363,3902,1817,2196,218,0,30104,186,436,440
GVA,PEK,154,330,537,6481,1819,2358,277,0,48717,193,311,441
FRU,ALA,45,319,644,7474,1820,2466,123,0,37157,106,615,442
YYZ,BOS,132,E90,510,5787,1822,2334,100,0,28565,100,728,443
BHX,STR,151,E75,122,1116,1824,1930,80,0,11096,30,381,444
IST,EDI,201,738,132,1338,1828,1956,189,0,16274,153,220,445
RUH,IST,196,320,747,9178,1837,2587,151,0,47366,95,521,446
JAX,BOS,147,E90,992,12484,1842,2815,100,0,52517,82,1101,447
DFW,AUS,116,M80,569,6651,1846,2402,150,0,36744,89,1334,448
DFW,JAX,123,M80,656,7710,1848,2485,150,0,41141,104,506,449
BHX,HER,58,75W,565,6723,1849,2414,200,0,42174,175,529,450
DFW,IAH,122,M83,658,7699,1851,2506,155,0,41664,133,603,451
FRA,RUH,183,333,597,6878,1859,2444,300,0,53346,257,516,452
IAH,YYZ,137,CRA,634,7409,1860,2464,70,20,31051,70,975,453
LAX,FRA,80,74H,670,7919,1863,2533,416,0,72963,343,419,454
FRA,DUB,74,320,518,5717,1867,2385,151,0,32958,83,1028,455
YYZ,YDF,18,E90,576,6793,1869,2445,100,0,32163,29,1076,456
PEK,ALA,167,738,815,9980,1881,2686,189,0,56028,99,687,457
MAD,IST,56,332,637,7711,1887,2675,246,0,52087,219,522,458
BEG,STR,115,319,711,8587,1895,2615,123,0,41432,53,1403,459
MCO,YYZ,129,737,404,4428,1895,2308,124,0,25534,90,435,460
KWI,FRA,78,321,533,5976,1896,2429,197,0,38361,144,404,461
DFW,YYZ,126,319,566,6773,1897,2473,123,0,34465,69,499,462
MAN,RZE,42,738,554,6667,1898,2461,189,0,40788,62,441,463
TYS,IAD,62,ERJ,624,7674,1899,2523,37,0,28160,29,1482,464
MAA,KWI,46,310,900,11116,1900,2779,206,0,63856,139,480,465
EDI,FRA,175,321,65,578,1902,1995,197,0,13034,81,237,466
BOS,PHX,3,738,1002,12637,1904,2906,189,0,68250,152,778,467
EWR,BOG,70,73G,324,3358,1905,2239,149,0,23010,148,459,468
DOH,RUH,189,777,708,8540,1907,2611,314,0,64842,229,426,469
IAH,DOH,128,777,391,4429,1913,2323,314,0,40022,261,279,470
EWR,CHS,211,ERJ,440,5139,1914,2386,37,0,20930,28,1135,471
PRG,ALA,50,319,426,4721,1919,2345,123,0,26583,71,351,472
IAH,IST,204,77W,647,7513,1919,2541,396,125,67801,287,292,473
ORD,EWR,67,E75,764,9205,1920,2659,80,0,38166,67,984,474
IAH,MCO,93,320,343,3670,1932,2275,151,0,24436,144,463,475
XNA,SFB,43,320,603,6965,1933,2536,151,19,38153,123,587,476
LRD,DFW,8,ERD,569,6695,1934,2494,44,0,26084,24,1022,477
DFW,FRA,120,777,667,8068,1937,2604,314,0,61993,275,525,478
VRN,FRA,160,E95,841,10334,1940,2778,106,0,45692,51,1822,479
ALA,FRA,169,333,288,3071,1942,2255,300,0,30975,250,319,480
BCN,YYZ,89,319,376,3902,1944,2320,123,7,23437,109,527,481
CLT,EWR,6,321,569,6672,1945,2514,197,0,41627,167,481,482
BCN,DOH,158,332,617,7399,1947,2566,246,0,50447,215,478,483
BOS,EWR,145,E90,365,3798,1948,2310,100,0,21451,102,571,484
DOH,IAD,127,777,700,8356,1950,2658,314,0,63731,276,546,485
CHS,DFW,118,ER4,717,8519,1952,2659,50,244,32173,20,1009,486
IAD,IST,203,330,668,8011,1952,2613,277,0,57304,251,553,487
FRA,IST,180,321,486,5830,1960,2478,197,0,37676,132,336,488
EWR,FRA,176,744,196,2042,1962,2157,416,7,30586,340,205,489
WAT,BHX,28,DH4,743,9167,1962,2722,68,0,36471,42,1202,490
CRW,IAH,63,ERJ,765,9240,1968,2733,37,13,32626,52,1984,491
AUS,MCO,143,E90,771,9188,1974,2722,100,0,40729,65,723,492
STR,BHX,151,E75,122,1116,1974,2089,80,0,11096,14,532,493
PEK,CAI,29,321,666,8196,1977,2643,197,0,48778,167,552,494
EWR,GVA,187,763,688,8506,1978,2663,218,0,52818,168,510,495
IST,DOH,102,333,392,4316,1979,2357,300,0,38291,258,367,496
DXB,BHX,38,77W,1016,12753,1984,2714,396,0,104379,292,431,497
LGA,JAX,33,73W,758,9310,1992,2772,149,0,47651,52,1221,498
IAD,RUH,195,777,683,7971,1996,2668,314,0,61407,274,562,499
PHL,CHS,5,ERJ,944,11611,1999,2943,37,0,39388,29,4861,500
IST,DOH,191,333,409,4316,2005,2397,300,314,38291,247,356,501
RDU,MCO,35,CR9,742,9004,2008,2750,76,0,36978,41,789,502
YYZ,SYR,16,BEH,633,7722,2010,2643,6,0,24760,0,5593,503
XNA,ORD,11,ER4,650,8045,2011,2695,50,0,30750,48,1269,504
TLV,YYZ,17,763,617,7610,2014,2655,218,0,48397,175,515,505
YYZ,CCC,14,319,673,8347,2015,2709,123,0,40511,78,575,506
EDI,EWR,174,752,687,8452,2015,2711,200,0,50346,175,595,507
MCO,EWR,149,320,473,5353,2016,2494,151,0,31443,110,351,508
BCN,FRA,161,321,636,7734,2023,2648,197,0,46610,153,496,509
JAX,IAH,112,ERJ,743,8852,2026,2764,37,0,31520,52,1912,510
IAD,MCO,223,320,684,8534,2031,2717,151,0,44685,62,1214,511
FRA,STR,185,319,667,7961,2032,2683,123,0,39028,86,644,512
IAH,BOG,24,752,730,8782,2033,2752,200,0,51906,140,475,513
IAH,PEK,156,773,700,8216,2037,2713,368,0,69354,305,419,514
BEY,RUH,47,320,554,6311,2040,2594,151,0,35431,133,510,515
IAD,MCO,110,ERJ,695,8534,2043,2501,37,0,30613,31,1646,516
IAD,CHS,212,CRJ,475,5428,2044,2501,50,0,22895,26,856,517
AUS,IAD,208,CR7,666,8068,2049,2736,70,0,33181,52,914,518
DLM,FRA,60,320,381,3878,2069,2865,151,0,25302,65,759,519
CAG,VRN,44,M80,74,690,2077,2179,150,0,11997,102,182,520
EWR,YYZ,134,E75,742,8839,2082,2828,80,0,36942,83,1064,521
MCO,IAH,190,320,337,3670,2082,2418,151,0,24436,94,341,522
BOS,MCO,148,320,635,7659,2085,2718,151,0,41043,133,648,523
MAA,HKG,32,333,689,8323,2086,2775,300,0,61838,232,398,524
FRA,MBJ,73,77W,811,10102,2089,2589,396,0,85874,318,502,525
FRA,MPL,182,735,601,7245,2095,2715,108,0,34648,60,533,526
GVA,EDI,206,319,481,5380,2096,2566,123,0,29114,97,549,527
VRN,DUB,37,738,454,5064,2098,2552,189,0,33414,144,409,528
EDI,IST,201,738,121,1338,2101,2248,189,0,16274,109,539,529
RKD,BOS,2,CNA,837,10245,2101,2924,19,0,32917,37,3824,530
SFO,EWR,87,739,655,7720,2106,2789,178,0,44377,150,611,531
EWR,AUS,207,738,749,9275,2111,2857,189,0,52785,125,509,532
BHX,EWR,171,752,367,3689,2113,2474,200,0,27834,43,505,533
IAH,FRA,179,388,837,10127,2115,2927,555,0,108588,438,470,534
YQB,YYZ,140,DH4,674,7972,2115,2779,68,0,32636,35,775,535
IAD,BOS,146,E90,343,3566,2117,2443,100,0,20622,94,520,536
TYS,EWR,88,ERJ,633,7589,2118,2625,37,0,27918,2,977,537
EWR,GRU,83,764,243,2481,2121,2364,245,0,24547,201,229,538
DCA,EWR,7,DH4,577,6673,2123,2700,68,0,28469,48,2102,539
BHX,FRA,172,319,304,2847,2132,2422,123,0,19385,24,309,540
SOF,IST,57,738,529,6067,2137,2648,189,0,38028,68,799,541
FRA,EDI,175,321,65,578,2138,2200,197,0,13034,164,243,542
IAD,AUS,107,CR7,680,8068,2138,2817,70,0,33181,78,1163,543
XNA,IAH,227,CRJ,471,5349,2141,2628,50,0,22658,31,805,544
STR,JER,13,DH4,419,4391,2144,2542,68,0,21147,54,614,545
CHS,IAH,109,CRJ,883,10910,2149,2621,50,0,39349,26,3276,546
SAP,SAL,25,320,478,5376,2152,2630,151,0,31538,86,1112,547
PWM,IAD,224,CRJ,379,3993,2153,2537,50,0,18588,19,621,548
RUH,MAA,197,333,471,5332,2155,2623,300,0,44261,221,272,549
IAD,IAH,92,320,731,9111,2159,2890,151,0,47087,105,552,550
XNA,DFW,125,M80,478,5643,2160,2648,150,25,32560,106,439,551
YUL,YQB,20,DH4,363,4070,2162,2526,68,0,20117,42,498,552
RUH,GVA,194,320,401,4498,2169,2582,151,0,27883,137,496,553
WAW,PEK,31,788,851,10285,2171,3022,242,0,65040,214,652,554
BCN,GRU,53,77W,577,7047,2172,2760,396,0,64548,290,327,555
FLL,EWR,72,320,978,12038,2178,2867,151,0,59272,128,848,556
IAH,CHS,213,ERJ,879,10910,2178,3052,37,0,37389,3,1395,557
AUS,MCO,95,E90,737,9188,2182,2922,100,0,40729,71,721,558
YYZ,FRA,135,77W,456,5032,2190,2652,396,0,50482,305,308,559
HAM,EDI,61,319,213,2218,2192,2405,123,0,16969,113,421,560
DOH,MAA,192,333,362,3820,2200,2577,300,0,35376,218,276,561
EDI,BHX,150,DH4,381,4385,2204,2606,68,0,21127,40,581,562
FRA,SOF,77,320,423,4612,2213,2636,151,0,28358,84,980,563
GVA,BEG,163,S20,478,5186,2214,2668,58,0,22848,6,1242,564
BHX,STR,151,E75,122,1116,2215,2337,80,0,11096,47,361,565
IST,BCN,198,320,453,5231,2216,2676,151,0,30935,137,525,566
PSE,MCO,10,738,603,7219,2244,2386,189,0,43327,128,399,567
IST,ALA,168,738,430,4779,2244,2666,189,0,32103,177,485,568
SFO,AUS,27,320,670,8223,2244,2940,151,0,43390,144,732,569
BEY,FRA,79,32A,659,8004,2254,2922,151,0,42479,42,505,570
JAX,IAD,222,ERJ,485,5448,2260,2758,37,0,21812,39,1226,571
IAD,YYZ,136,ERJ,480,5475,2266,2757,37,0,21889,28,2799,572
EWR,YUL,68,DH3,654,8056,2268,2922,50,29,30783,48,1283,573
CDG,FRA,23,318,937,11946,2269,3206,112,0,52545,95,980,574
AUS,IAH,209,320,575,6878,2269,2871,151,0,37791,115,510,575
DOH,RUH,101,777,723,8540,2284,3000,314,0,64842,224,323,576
ATL,IAD,21,320,323,3389,2284,2811,151,0,23267,120,342,577
YQB,EWR,220,ERJ,826,9962,2285,3075,37,17,34686,15,1510,578
FRA,EWR,176,744,196,2042,2289,2477,416,0,30586,178,384,579
OSL,GVA,36,733,526,5996,2292,2811,128,0,31952,42,934,580
DOH,HBE,52,320,639,7426,2304,2941,151,27,40073,129,643,581
DFW,EWR,119,M83,760,9245,2305,3075,155,0,48172,118,674,582
VRN,CAG,44,M80,74,690,2307,2381,150,0,11997,95,177,583
BEG,MMX,65,320,605,7266,2310,3146,151,0,39406,140,580,584
STR,EWR,177,752,476,5538,2310,2798,200,0,36573,140,328,585
SAP,IAH,113,738,744,8802,2317,2802,189,20,50609,130,432,586
IAD,IAH,221,320,753,9111,2318,3056,151,0,47087,117,630,587
DFW,IAD,121,738,529,5947,2318,2828,189,0,37476,154,504,588
EWR,PEK,152,777,853,10409,2321,3178,314,0,76126,250,505,589
EDI,FRA,175,321,77,578,2323,2389,197,0,13034,143,166,590
BCN,GVA,186,320,915,11245,2324,3231,151,0,55971,139,900,591
BOS,CHS,144,E90,849,10685,2326,3199,100,0,46083,39,901,592
FRA,ALA,169,333,288,3071,2335,2623,300,0,30975,211,218,593
RUN,MAA,64,738,889,10851,2337,3226,189,27,60034,166,729,594
ALA,IST,99,738,415,4779,2343,2758,189,0,32103,132,347,595
BCN,YYZ,131,763,348,3902,2344,2705,218,0,30104,179,370,596
PEK,DOH,103,77W,991,12736,2357,3348,396,0,104260,342,673,597
BHX,IST,200,739,599,7005,2359,2944,178,0,41178,51,809,598
YYZ,BCN,89,319,376,3902,2360,2903,123,0,23437,116,469,599
BCN,EDI,166,738,745,9224,2363,3099,189,0,52550,131,518,600
BHX,IST,96,DH4,574,7005,2365,2773,68,0,29534,33,645,601
BCN,STR,114,319,553,6543,2365,2905,123,0,33581,122,697,602
DOH,IAH,128,777,410,4429,2369,2790,314,19,40022,276,373,603
BOS,DFW,90,738,579,6876,2371,2944,189,0,41749,133,415,604
GVA,DOH,159,320,499,5669,2371,2872,151,0,32758,138,538,605
EWR,TLV,82,772,691,8478,2379,3099,314,0,64468,222,324,606
IST,EDI,201,738,121,1338,2384,2519,189,0,16274,131,229,607
STR,BHX,151,E75,122,1116,2391,2516,80,328,11096,84,338,608
MAA,FRA,141,343,568,6941,2402,2991,295,0,53191,90,416,609
EWR,BOS,145,E90,365,3798,2402,2773,100,0,21451,89,451,610
MCO,FRA,181,744,520,6170,2406,2956,416,0,60351,184,381,611
EWR,RDU,86,ERJ,777,9508,2408,3190,37,0,33391,14,1455,612
MCO,YYZ,91,737,407,4428,2417,2838,124,0,25534,84,452,613
CDG,MPL,22,AR8,1030,13225,2421,3237,80,0,51619,71,1378,614
IAH,JAX,225,ERJ,712,8852,2423,3167,37,0,31520,11,1582,615
IST,STR,205,320,535,6439,2433,2998,151,0,35964,51,865,616
FLL,JAX,49,73W,556,6251,2434,2990,149,0,34987,117,486,617
PEK,YYZ,139,77W,925,11301,2435,3323,396,0,94243,126,784,618
BEG,FRA,130,319,896,10994,2435,3326,123,0,50678,114,955,619
CHS,EWR,211,ERJ,464,5139,2441,2878,37,0,20930,4,830,620
YYZ,MCO,129,737,404,4428,2442,2858,124,0,25534,87,383,621
HIA,PEK,48,320,366,3870,2442,2807,151,8,25269,97,257,622
DFW,BOS,117,738,600,6876,2444,3042,189,0,41749,145,500,623
AUS,DFW,116,M80,556,6651,2447,3000,150,0,36744,96,383,624
EWR,PWM,217,DH4,770,9194,2449,3199,68,0,36557,39,1202,625
PEK,GVA,154,330,537,6481,2451,3023,277,15,48717,197,379,626
FRA,EDI,175,321,77,578,2456,2521,197,0,13034,134,121,627
BOS,YYZ,132,E90,512,5787,2458,2969,100,0,28565,79,567,628
FRA,WAW,76,321,807,10122,2461,2877,197,0,57814,176,650,629
TXL,BCN,12,320,494,5662,2469,2963,151,0,32729,120,487,630
GVA,FRA,162,E90,570,6523,2488,3025,100,0,31197,85,738,631
BCN,BHX,165,738,961,11943,2492,3446,189,0,65057,152,752,632
BOS,IAD,146,E90,332,3566,2494,2849,100,226,20622,99,509,633
DOH,IST,191,333,410,4316,2501,2910,300,0,38291,235,282,634
RZE,FRA,184,CR7,654,7782,2502,3147,70,0,32256,75,1045,635
YYZ,IST,138,763,631,7479,2504,3128,218,0,47751,201,641,636
FRA,BHX,172,319,304,2847,2505,2782,123,12,19385,68,347,637
EWR,FRA,176,744,200,2042,2509,2693,416,0,30586,213,261,638
EWR,IAD,214,DH4,908,11274,2516,3406,68,15,43231,30,2537,639
GRU,EWR,83,764,243,2481,2517,3024,245,0,24547,192,278,640
IAH,SAP,226,738,724,8802,2525,3260,189,0,50609,165,574,641
BOS,IAH,210,739,1012,12660,2528,3522,178,350,66476,143,789,642
YYZ,DFW,126,319,566,6773,2528,3115,123,0,34465,100,582,643
IAH,DFW,122,M83,658,7699,2536,3199,155,0,41664,107,501,644
GVA,IAD,98,763,903,11288,2546,3449,218,0,66543,66,539,645
IAD,PEK,155,777,721,8640,2546,3269,314,15,65446,252,413,646
JAX,DFW,123,M80,656,7710,2548,3175,150,0,41141,141,704,647
DOH,MAA,102,333,378,3820,2549,2941,300,0,35376,250,299,648
IST,RUH,97,77W,749,9178,2553,3614,396,0,79424,318,447,649
IAH,MCO,190,320,364,3670,2554,2905,151,0,24436,118,333,650
BEG,IST,199,738,987,12561,2554,3544,189,0,67900,141,664,651
CHS,IAD,212,CRJ,464,5428,2554,3048,50,0,22895,24,797,652
GVA,IST,202,320,921,11503,2556,3481,151,0,57045,143,930,653
DFW,MBJ,8,ERD,402,4242,2556,2958,44,0,18891,21,721,654
MCO,IAD,110,ERJ,695,8534,2557,3252,37,0,30613,28,1798,655
RZE,MAN,42,738,554,6667,2562,3116,189,0,40788,126,383,656
BHX,STR,151,E75,106,1116,2562,2684,80,21,11096,71,364,657
RUH,FRA,183,333,597,6878,2568,3132,300,0,53346,93,611,658
YYZ,IAH,137,CRA,634,7409,2572,3196,70,0,31051,32,626,659
BKK,FRA,51,77W,301,3296,2573,3283,396,159,38364,296,197,660
IAD,PWM,224,CRJ,376,3993,2584,2948,50,0,18588,46,862,661
GVA,IAD,188,763,913,11288,2584,3479,218,0,66543,190,716,662
FRA,LAX,80,74H,670,7919,2586,3256,416,0,72963,324,394,663
EWR,BHX,171,752,367,3689,2594,2948,200,0,27834,72,551,664
SFB,XNA,43,320,603,6965,2598,3201,151,0,38153,126,571,665
DOH,FRA,133,333,923,11331,2599,3493,300,0,79514,227,531,666
EDI,FRA,175,321,85,578,2601,2678,197,0,13034,168,227,667
MCO,ORD,10,738,129,1300,2603,2732,189,0,16100,85,237,668
EWR,MCO,149,320,465,5353,2612,3074,151,0,31443,137,489,669
IST,IAH,204,77W,647,7513,2612,3259,396,0,67801,288,361,670
IST,FRA,180,321,486,5830,2618,3106,197,0,37676,181,513,671
EWR,IAH,215,739,908,11119,2619,3495,178,0,59582,151,805,672
MAA,DOH,192,333,362,3820,2623,2993,300,128,35376,222,252,673
RUH,BEY,47,320,554,6311,2624,2785,151,0,35431,107,394,674
EDI,IST,201,738,151,1338,2629,2761,189,0,16274,164,253,675
RUH,LKO,54,333,708,8865,2634,3342,300,0,65023,229,440,676
BCN,EWR,170,752,889,11001,2639,3518,200,0,62394,85,636,677
GVA,RUH,194,320,411,4498,2642,3042,151,0,27883,92,488,678
IST,RUH,196,320,750,9178,2642,3389,151,0,47366,95,474,679
DUB,RZE,37,738,590,7170,2644,3234,189,0,43102,61,484,680
STR,BEG,115,319,711,8587,2645,3352,123,0,41432,123,779,681
BEG,IST,105,738,1003,12561,2645,3651,189,0,67900,171,845,682
BOG,EWR,70,73G,334,3358,2655,2979,149,0,23010,122,438,683
CHS,DCA,4,E70,789,9829,2659,3448,70,0,38871,28,804,684
IST,IAD,203,330,668,8011,2659,3340,277,0,57304,215,439,685
IST,PEK,157,77W,1055,13209,2672,3710,396,0,107562,339,699,686
ALA,FRA,169,333,313,3071,2681,2976,300,0,30975,252,266,687
DFW,CHS,118,ER4,717,8519,2692,3394,50,25,32173,35,1186,688
FRA,DFW,120,777,667,8068,2694,3372,314,0,61993,232,403,689
EDI,GVA,206,319,463,5380,2696,3171,123,0,29114,72,370,690
GVA,EWR,187,763,688,8506,2697,3419,218,0,52818,186,572,691
IAH,CHS,109,CRJ,883,10910,2701,3584,50,0,39349,66,1914,692
JER,STR,13,DH4,398,4391,2702,3121,68,16,21147,13,1051,693
GVA,STR,164,S20,924,11758,2703,3661,58,0,43179,35,1289,694
FRA,HAM,78,321,382,3969,2705,3087,197,0,28944,179,396,695
IST,SOF,57,738,511,6067,2705,3234,189,0,38028,167,523,696
MAA,RUH,197,333,462,5332,2706,3180,300,0,44261,215,251,697
RUH,DOH,189,777,708,8540,2706,3425,314,0,64842,130,916,698
ALA,FRU,45,319,646,7474,2709,3353,123,0,37157,126,823,699
CAI,FRA,29,321,672,8190,2712,3384,197,7,48749,137,429,700
FRA,PEK,153,773,1011,12953,2713,3727,368,0,100896,268,478,701
DOH,BCN,158,332,617,7399,2713,3332,246,0,50447,205,536,702
EWR,SAP,218,738,819,10258,2715,3551,189,0,57306,177,812,703
AUS,BOS,142,E90,1060,13336,2730,3766,100,0,55564,67,1410,704
BCN,IST,198,320,482,5231,2734,3211,151,5,30935,122,431,705
PUJ,YQB,59,310,895,11078,2736,3620,206,0,63674,188,752,706
EWR,XNA,219,ERJ,1057,13393,2739,3803,37,24,44471,30,2199,707
BHX,EDI,150,DH4,411,4385,2739,3152,68,0,21127,8,999,708
IAD,DOH,127,777,700,8356,2744,3436,314,0,63731,255,455,709
FRA,BCN,161,321,636,7734,2745,3378,197,0,46610,149,461,710
DOH,PEK,193,77W,1027,12736,2746,3768,396,0,104260,337,600,711
STR,FRA,185,319,667,7961,2748,3418,123,0,39028,95,597,712
MCO,IAD,223,320,684,8534,2749,3471,151,0,44685,132,670,713
RUH,IAD,195,777,683,7971,2750,3427,314,0,61407,258,465,714
BHX,KUN,38,77W,730,9165,2751,3767,396,0,79333,346,534,715
FRA,EWR,176,744,200,2042,2754,2924,416,0,30586,315,169,716
EWR,EDI,174,752,687,8452,2758,3466,200,0,50346,97,602,717
IAH,XNA,227,CRJ,461,5349,2758,3224,50,0,22658,59,1069,718
EWR,JAX,216,ERJ,1092,13701,2759,3826,37,110,45349,8,1714,719
CCC,YYZ,14,319,694,8347,2759,3432,123,21,40511,69,1521,720
MCO,AUS,143,E90,771,9188,2761,3532,100,0,40729,79,853,721
BEG,GVA,163,S20,439,5186,2766,3229,58,0,22848,22,777,722
DFW,XNA,125,M80,474,5643,2767,3246,150,10,32560,114,411,723
ALA,IST,168,738,437,4779,2767,3212,189,0,32103,151,375,724
FRA,EDI,175,321,85,578,2770,2855,197,0,13034,159,170,725
FRA,YYZ,135,77W,458,5032,2773,3224,396,0,50482,334,358,726
YYZ,TLV,17,763,617,7610,2774,3391,218,0,48397,157,451,727
EWR,ORD,67,E75,739,9205,2776,3540,80,29,38166,88,1192,728
BOS,FRA,173,744,967,11953,2779,3748,416,0,102050,331,502,729
EWR,CLT,6,321,569,6672,2779,3339,197,0,41627,158,435,730
EWR,YOW,88,ERJ,507,6097,2782,3415,37,0,23663,16,1060,731
DFW,MCO,124,738,1087,13778,2782,3870,189,0,73498,122,540,732
MCO,BOS,148,320,635,7659,2784,3411,151,0,41043,125,621,733
ALA,PEK,167,738,805,9980,2797,3612,189,0,56028,173,709,734
PEK,IAH,156,773,700,8216,2797,3492,368,4,69354,113,354,735
EWR,SAL,71,320,1064,13365,2798,3845,151,0,64797,144,1050,736
FRA,IAD,178,333,1053,13142,2801,3854,300,9,90157,233,593,737
MAN,FRA,81,319,928,11549,2810,3738,123,0,52809,119,964,738
STR,BHX,151,E75,106,1116,2810,2932,80,0,11096,35,260,739
IAD,JAX,222,ERJ,465,5448,2812,3289,37,0,21812,9,1059,740
BEY,DOH,47,320,182,1788,2819,3001,151,0,16602,77,570,741
YYZ,YQB,140,DH4,674,7972,2820,3486,68,0,32636,45,845,742
IAH,JAX,112,ERJ,738,8852,2821,3564,37,19,31520,48,1920,743
MPL,FRA,182,735,601,7245,2822,3424,108,0,34648,113,825,744
BHX,WAT,28,DH4,760,9167,2823,3566,68,23,36471,29,747,745
IAH,DOH,128,777,410,4429,2832,3223,314,0,40022,244,329,746
BHX,FRA,172,319,290,2847,2835,3107,123,8,19385,90,397,747
FRA,VRN,160,E95,838,10334,2836,3677,106,0,45692,95,948,748
BOG,IAH,24,752,719,8782,2844,3574,200,0,51906,153,518,749
YYZ,BCN,131,763,348,3902,2846,3195,218,0,30104,149,262,750
MBJ,FRA,73,77W,811,10102,2847,3658,396,0,85874,335,618,751
IST,EDI,201,738,151,1338,2852,2973,189,0,16274,53,240,752
BOS,JAX,147,E90,973,12484,2858,3850,100,0,52517,30,1808,753
IAD,AUS,208,CR7,666,8068,2860,3519,70,0,33181,39,792,754
EWR,SYR,87,739,683,8088,2870,3525,178,0,46023,133,550,755
IST,ALA,99,738,415,4779,2871,3692,189,0,32103,146,426,756
IST,NJF,56,332,788,9443,2874,3511,246,0,61189,215,634,757
YYZ,IAD,136,ERJ,480,5475,2880,3372,37,0,21889,7,2064,758
YYZ,EWR,134,E75,742,8839,2881,3623,80,0,36942,69,941,759
EWR,TXL,72,320,689,8162,2898,3876,151,0,43137,102,482,760
BOS,EWR,145,E90,362,3798,2903,3278,100,0,21451,62,500,761
