DEP,ARR,AC,TYPE,FT,DIS,DET,ART,CAP,DEL,COST,DEM,TIC,Flight
RUH,MAA,161,333,482,5332,1795,2274,300,0,44261,254,378,385
EWR,BOS,115,E90,356,3798,1796,2139,100,0,21451,55,372,386
YQB,YOW,16,DH1,420,4745,1797,2217,37,0,19807,6,780,387
EDI,HAM,41,319,186,2218,1805,1991,123,0,16969,70,245,388
PEK,EWR,120,777,825,10409,1805,2644,314,0,76126,225,403,389
STR,EWR,143,752,503,5538,1813,2281,200,0,36573,158,444,390
PEK,KOW,23,738,474,5596,1818,2292,189,0,35861,122,321,391
BHX,EDI,118,DH4,387,4385,1818,2224,68,0,21127,25,519,392
CHS,BOS,114,E90,873,10685,1823,2677,100,0,46083,64,810,393
STR,BHX,119,E75,121,1116,1828,1961,80,0,11096,57,307,394
SAP,BZE,7,738,615,7308,1839,2454,189,0,43736,152,528,395
FRA,MAA,112,343,607,6941,1842,2444,295,0,53191,162,539,396
DFW,FRA,103,777,658,8068,1843,2533,314,0,61993,255,476,397
IST,DOH,155,333,386,4316,1845,2235,300,0,38291,252,389,398
FRA,EWR,142,744,205,2042,1857,2030,416,0,30586,331,259,399
DOH,IAH,109,777,418,4429,1869,2277,314,0,40022,111,504,400
GVA,PEK,122,330,561,6481,1883,2446,277,10,48717,224,454,401
IAH,IAD,186,320,748,9111,1884,2641,151,128,47087,103,525,402
BDA,YYZ,9,738,571,6712,1886,1988,189,28,40995,153,514,403
DFW,JAX,106,M80,647,7710,1899,2533,150,0,41141,99,476,404
BEG,STR,98,319,712,8587,1904,2614,123,0,41432,109,777,405
FRA,RZE,149,CR7,651,7782,1906,2543,70,0,32256,85,1186,406
IST,STR,169,320,563,6439,1910,2477,151,0,35964,129,574,407
IST,EDI,89,738,122,1338,1911,2043,189,0,16274,148,278,408
BHX,IST,164,739,590,7005,1914,2517,178,0,41178,158,608,409
FRA,GVA,131,E90,558,6523,1921,2480,100,0,31197,61,576,410
EDI,FRA,141,321,83,578,1922,2005,197,0,13034,129,171,411
FRA,STR,150,319,642,7961,1924,2566,123,0,39028,93,638,412
DTW,PWM,29,CR9,439,4982,1930,2546,76,0,23704,75,757,413
RUH,GVA,158,320,393,4498,1933,2337,151,0,27883,131,433,414
DOH,IAD,108,777,690,8356,1938,2643,314,0,63731,276,576,415
IST,EDI,165,738,120,1338,1939,2071,189,0,16274,139,242,416
CHS,DFW,101,ER4,683,8519,1940,2634,50,5,32173,63,1491,417
IAH,PEK,124,773,697,8216,1946,2630,368,0,69354,144,804,418
IAD,PEK,123,777,697,8640,1950,2676,314,0,65446,78,619,419
BCN,GVA,79,320,913,11245,1955,2525,151,0,55971,103,644,420
STR,BDS,2,319,440,4817,1960,2386,123,0,26952,120,555,421
EWR,DFW,102,M83,740,9245,1961,2733,155,0,48172,141,775,422
RZE,FCO,47,DH4,820,9867,1962,2764,68,0,38716,26,785,423
BOS,DFW,80,738,581,6876,1963,2526,189,28,41749,158,550,424
IAD,IST,167,330,672,8011,1970,2635,277,0,57304,147,527,425
DUS,FRA,3,319,666,8042,1978,2544,123,0,39339,99,682,426
DOH,MAA,156,333,360,3820,1979,2346,300,0,35376,213,278,427
JAX,BNA,62,73W,562,6782,1983,2545,149,0,37185,94,397,428
FRA,HAM,69,321,355,3969,1983,2338,197,0,28944,138,266,429
AUS,IAD,172,CR7,662,8068,1985,2646,70,0,33181,45,853,430
RUH,AMM,54,319,590,6904,1986,2576,123,0,34968,79,538,431
EWR,GVA,152,763,721,8506,1993,2675,218,0,52818,152,422,432
BHX,STR,119,E75,130,1116,1995,2123,80,0,11096,55,301,433
BDA,EWR,174,738,512,5972,1999,2520,189,0,37591,130,370,434
IAH,IST,168,77W,620,7513,2004,2647,396,0,67801,149,364,435
EDI,EWR,140,752,711,8452,2007,2686,200,0,50346,189,697,436
IAD,AUS,90,CR7,678,8068,2009,2661,70,0,33181,45,850,437
IAH,EWR,180,739,908,11119,2011,2893,178,0,59582,142,681,438
IAH,AUS,91,320,582,6878,2014,2612,151,0,37791,123,535,439
BCN,DOH,126,332,633,7399,2017,2638,246,0,50447,108,453,440
IAH,XNA,96,738,468,5349,2017,2759,189,0,34725,132,319,441
EWR,MDW,73,73W,669,8013,2018,2687,149,0,42281,57,591,442
PWM,IAD,188,CRJ,386,3993,2022,2403,50,0,18588,60,912,443
IAH,IAD,93,320,745,9111,2025,2514,151,0,47087,100,491,444
IAD,RUH,159,777,668,7971,2028,2691,314,0,61407,132,485,445
JAX,IAD,187,ERJ,469,5448,2035,2515,37,0,21812,28,1159,446
FRA,MPL,147,735,606,7245,2035,2643,108,0,34648,105,799,447
DOH,RUH,154,777,705,8540,2038,2750,314,0,64842,240,395,448
DFW,IAH,105,M83,642,7699,2040,2686,155,0,41664,150,725,449
PWM,LAX,36,73W,561,6747,2041,2602,149,0,37040,122,592,450
FCO,FRA,67,319,598,6837,2042,2626,123,0,34711,121,706,451
IAD,BOS,116,E90,352,3566,2048,2389,100,0,20622,58,414,452
DFW,CHA,10,ER4,359,3662,2056,2394,50,0,17594,21,605,453
BDA,ATL,26,319,899,11027,2061,2358,123,0,50804,52,822,454
BHX,FRA,138,319,275,2847,2064,2345,123,0,19385,38,587,455
IAH,JAX,95,ERJ,739,8852,2065,2812,37,0,31520,3,1330,456
FRA,IST,146,321,498,5830,2066,2581,197,0,37676,133,320,457
DUB,BCN,33,320,756,8970,2072,2663,151,1,46500,134,746,458
BCN,EDI,135,738,762,9224,2072,2844,189,0,52550,63,563,459
SAP,TGU,24,SF3,759,9174,2074,2808,36,0,32307,22,1586,460
YQB,YYZ,17,DH4,668,7972,2075,2726,68,0,32636,55,959,461
YQB,EWR,185,ERJ,819,9962,2091,2902,37,0,34686,0,1204,462
TLV,GVA,48,320,199,1984,2092,2537,151,0,17417,93,270,463
EWR,CHS,176,ERJ,445,5139,2097,2566,37,0,20930,26,1053,464
TUI,RUH,46,310,453,4891,2102,2521,206,0,34004,171,448,465
CVG,EWR,28,CRJ,759,9378,2103,2584,50,0,34751,10,981,466
RUH,MAA,87,333,482,5332,2104,2586,300,0,44261,254,412,467
DEN,XNA,34,319,906,11246,2106,2644,123,0,51646,124,1056,468
BUD,BEG,20,CRJ,898,11283,2109,3010,50,0,40469,6,2594,469
CLT,EWR,12,321,584,6672,2116,2700,197,0,41627,161,464,470
BOS,DFW,100,738,578,6876,2117,2705,189,0,41749,152,513,471
FRA,EDI,141,321,83,578,2118,2204,197,0,13034,149,255,472
IST,RUH,86,320,746,9178,2121,2862,151,0,47366,103,554,473
IAH,SAP,190,738,725,8802,2126,2854,189,1,50609,94,1296,474
IAD,CHS,177,CRJ,463,5428,2132,2599,50,20,22895,28,816,475
BCN,FRA,130,321,664,7734,2136,2784,197,0,46610,76,995,476
AUS,TPA,21,E90,782,9828,2137,2908,100,0,43018,87,881,477
AUS,EWR,171,738,747,9275,2142,2919,189,0,52785,152,568,478
DTW,EWR,71,717,606,6971,2152,2730,106,0,33432,56,1433,479
NTE,BCN,44,320,366,4073,2159,2524,151,0,26114,110,362,480
GVA,DOH,127,320,496,5669,2160,2665,151,0,32758,128,476,481
RUH,HBE,32,320,895,11073,2161,3056,151,0,55255,120,791,482
BOM,FRA,6,744,504,5761,2162,2666,416,0,57402,332,321,483
BUD,FRA,58,321,640,7746,2171,2811,197,0,46666,147,448,484
EDI,IST,165,738,132,1338,2173,2290,189,0,16274,78,223,485
EWR,FRA,142,744,201,2042,2179,2353,416,0,30586,310,206,486
STR,BHX,119,E75,130,1116,2181,2314,80,0,11096,51,338,487
EWR,DUB,74,752,631,7265,2186,2817,200,0,44736,119,639,488
EWR,PWM,182,DH4,766,9194,2193,2948,68,0,36557,31,803,489
DOH,IST,84,333,379,4316,2193,2572,300,0,38291,237,340,490
DME,FRA,55,319,716,8555,2198,2914,123,0,41309,44,649,491
BOS,EWR,115,E90,344,3798,2207,2546,100,0,21451,51,348,492
MSP,BOS,27,738,639,7447,2213,2830,189,0,44376,142,461,493
VRN,CAG,45,M80,103,690,2223,2326,150,0,11997,105,256,494
CHS,IAH,92,CRJ,860,10910,2227,2709,50,0,39349,69,1859,495
EDI,IST,89,738,132,1338,2233,2355,189,0,16274,135,218,496
LIL,MPL,8,E70,712,8522,2236,2942,70,0,34648,37,762,497
BHX,EWR,137,752,341,3689,2244,2608,200,0,27834,50,296,498
IST,BEG,88,738,987,12561,2244,3231,189,0,67900,174,880,499
GVA,BEG,132,S20,465,5186,2250,2714,58,0,22848,8,719,500
VRN,BRI,61,717,633,7410,2259,2892,106,0,35033,96,739,501
FRA,NDR,64,738,728,8770,2260,2988,189,29,50462,175,693,502
DOH,IST,155,333,400,4316,2266,2643,300,0,38291,220,296,503
YYZ,EWR,65,320,735,8839,2268,3003,151,0,45955,97,475,504
MUC,FRA,70,320,703,8437,2269,2953,151,0,44281,122,642,505
YYZ,BDA,9,738,571,6712,2270,2841,189,0,40995,169,524,506
IST,BCN,162,320,451,5231,2272,2749,151,0,30935,132,475,507
EWR,ORD,63,757,734,9205,2278,2591,200,0,53905,115,668,508
PEK,ISB,25,310,794,9804,2287,3081,206,0,57565,113,1448,509
EDI,BHX,118,DH4,387,4385,2291,2697,68,0,21127,78,817,510
BRS,FRA,39,ER4,649,7919,2294,2943,50,0,30372,27,1001,511
GVA,EDI,170,319,455,5380,2295,2780,123,0,29114,127,648,512
NAP,STR,4,319,608,7353,2297,2905,123,0,36693,71,462,513
EWR,STR,143,752,468,5538,2318,2788,200,322,36573,147,380,514
FRA,RUH,148,333,588,6878,2324,2923,300,0,53346,219,336,515
EDI,FRA,141,321,83,578,2325,2408,197,0,13034,76,193,516
CHS,MDW,11,73W,665,7904,2339,2684,149,0,41830,68,603,517
DFW,XNA,107,M80,507,5643,2345,2854,150,0,32560,145,547,518
BHX,STR,119,E75,133,1116,2347,2481,80,0,11096,62,344,519
BEG,FRA,110,319,881,10994,2356,3237,123,0,50678,122,1001,520
BCN,STR,97,319,538,6543,2362,2910,123,0,33581,103,628,521
DFW,IAD,104,738,513,5947,2365,2875,189,0,37476,164,511,522
DOH,PEK,85,333,1012,12736,2366,2710,300,0,87771,214,482,523
IST,EDI,165,738,132,1338,2372,2493,189,0,16274,157,258,524
DFW,AUS,99,M80,575,6651,2375,2951,150,24,36744,134,609,525
MAA,RUH,161,333,479,5332,2375,2861,300,0,44261,110,351,526
XNA,IAH,191,CRJ,469,5349,2383,2845,50,0,22658,55,1048,527
GVA,IAD,153,763,923,11288,2390,3290,218,25,66543,175,682,528
FRA,BHX,138,319,275,2847,2391,2670,123,0,19385,124,430,529
AUS,IAH,173,320,564,6878,2391,2988,151,0,37791,132,620,530
OSS,IST,52,319,570,6630,2394,2964,123,0,33916,69,429,531
IAH,DOH,109,777,418,4429,2401,2813,314,0,40022,259,312,532
MAA,DOH,156,333,360,3820,2401,2753,300,0,35376,266,366,533
HAM,FRA,69,321,355,3969,2405,3164,197,0,28944,148,369,534
SLL,DOH,53,320,730,9049,2421,2610,151,4,46829,45,536,535
EWR,SLC,72,319,929,11695,2421,3182,123,0,53370,117,1019,536
BHX,IST,81,DH4,603,7005,2423,2828,68,0,29534,83,1086,537
GVA,IST,166,320,928,11503,2431,3333,151,0,57045,59,1441,538
FRA,IAH,145,388,840,10127,2450,3285,555,0,108588,418,348,539
BCN,BHX,134,738,941,11943,2452,3417,189,0,65057,134,581,540
GVA,RUH,158,320,400,4498,2456,2874,151,0,27883,31,562,541
EWR,DEN,77,738,506,5610,2463,2969,189,0,35926,161,503,542
FRA,DUB,40,320,512,5717,2466,3057,151,0,32958,138,550,543
LTN,RZE,42,738,941,11505,2484,3423,189,0,63042,64,646,544
FRA,EWR,142,744,201,2042,2484,2667,416,0,30586,328,217,545
HRI,MAA,50,320,693,8630,2485,3178,151,0,45085,65,1237,546
IST,RUH,160,320,766,9178,2488,3257,151,0,47366,28,899,547
FRA,VRN,129,E95,846,10334,2492,3332,106,4,45692,95,984,548
BOS,IAD,116,E90,331,3566,2497,2838,100,0,20622,39,433,549
IAD,DEN,19,73W,421,4477,2509,3027,149,0,27642,91,307,550
FRA,EDI,141,321,83,578,2512,2595,197,0,13034,53,306,551
STR,BHX,119,E75,133,1116,2520,2641,80,0,11096,90,380,552
BZE,EWR,7,738,929,11870,2521,3450,189,0,64722,132,601,553
BOS,IAH,175,739,1014,12660,2521,3514,178,0,66476,154,800,554
FRA,ESB,76,738,781,9833,2522,3303,189,0,55351,161,716,555
BDS,STR,2,319,426,4817,2522,2962,123,0,26952,110,517,556
HAM,EDI,41,319,186,2218,2523,2804,123,19,16969,100,397,557
EWR,GUA,75,738,703,8786,2526,3229,189,0,50535,55,480,558
DFW,MGM,13,ER4,699,8464,2527,3212,50,0,32007,48,1363,559
EDI,IST,165,738,140,1338,2531,2651,189,0,16274,137,241,560
EWR,SAP,183,738,845,10258,2542,3386,189,0,57306,84,659,561
IST,BHX,164,739,590,7005,2547,3128,178,0,41178,87,583,562
IAD,PWM,188,CRJ,392,3993,2548,2924,50,0,18588,64,890,563
ATL,SAP,26,319,297,3129,2549,3448,123,0,20468,82,376,564
GVA,IAD,83,763,901,11288,2552,3453,218,15,66543,154,524,565
GWT,STR,14,DH4,524,5827,2556,3050,68,0,25754,29,602,566
FRA,PEK,121,773,1041,12953,2561,3571,368,0,100896,299,606,567
IAH,JAX,189,ERJ,726,8852,2563,3286,37,0,31520,40,1743,568
EWR,BDA,174,738,512,5972,2565,3083,189,0,37591,108,1072,569
GVA,BCN,79,320,913,11245,2566,3479,151,0,55971,91,570,570
EWR,IAD,179,DH4,904,11274,2576,3484,68,0,43231,32,967,571
IAD,JAX,187,ERJ,470,5448,2581,3075,37,0,21812,19,1051,572
MAA,FRA,112,343,607,6941,2583,3165,295,0,53191,222,393,573
RZE,FRA,149,CR7,651,7782,2585,3239,70,0,32256,36,2035,574
PEK,GVA,122,330,561,6481,2587,3137,277,0,48717,132,498,575
DOH,FRA,111,333,923,11331,2589,3479,300,0,79514,237,527,576
STR,IST,169,320,563,6439,2594,3157,151,0,35964,123,552,577
CHS,EWR,176,ERJ,461,5139,2596,3057,37,0,20930,30,1111,578
BCN,GVA,151,320,913,11245,2600,3515,151,22,55971,54,1369,579
EWR,BOS,115,E90,344,3798,2601,2958,100,0,21451,84,493,580
GVA,FRA,131,E90,558,6523,2608,3176,100,0,31197,71,570,581
BCN,EWR,136,752,898,11001,2615,3504,200,0,62394,109,821,582
DOH,PEK,157,77W,995,12736,2619,3637,396,0,104260,338,675,583
TPE,PEK,15,77W,793,9691,2620,2929,396,0,83005,163,460,584
IST,FRA,146,321,498,5830,2624,3125,197,0,37676,169,522,585
AMM,FRA,54,319,378,4183,2633,3011,123,0,24517,116,485,586
BOS,JAX,117,E90,1010,12484,2634,3636,100,0,52517,104,1243,587
GVA,STR,133,S20,959,11758,2639,3575,58,0,43179,49,1463,588
STR,BEG,98,319,712,8587,2644,3359,123,0,41432,104,765,589
FRA,DFW,103,777,658,8068,2644,3325,314,0,61993,273,539,590
DFW,BOS,80,738,581,6876,2654,3235,189,0,41749,110,575,591
GUA,IAD,59,738,1071,13352,2655,3719,189,0,71539,154,774,592
FRA,DUS,3,319,666,8042,2656,3322,123,0,39339,85,631,593
EWR,BHX,137,752,341,3689,2665,3018,200,0,27834,174,370,594
BDA,BOS,128,738,1060,13436,2668,3713,189,0,71925,138,697,595
EWR,JAX,181,ERJ,1070,13701,2673,3771,37,0,45349,27,2175,596
JAX,DFW,106,M80,647,7710,2673,3329,150,0,41141,126,576,597
RUH,SAH,46,310,430,4593,2674,3104,206,0,32575,149,357,598
TPA,EWR,68,320,844,10563,2675,3152,151,14,53132,128,806,599
CHS,IAD,177,CRJ,460,5428,2678,3175,50,0,22895,34,843,600
VRN,TXL,5,319,756,9207,2680,3436,123,0,43814,69,1747,601
PEK,IAH,124,773,697,8216,2680,3381,368,0,69354,186,532,602
BOS,FRA,139,744,948,11953,2681,3637,416,0,102050,304,408,603
IST,DOH,84,333,379,4316,2685,3392,300,0,38291,231,265,604
BEG,IST,163,738,1009,12561,2686,3698,189,0,67900,149,712,605
STR,FRA,150,319,642,7961,2696,3349,123,0,39028,90,652,606
IST,DOH,155,333,400,4316,2699,3085,300,0,38291,254,360,607
BCN,RTM,33,320,591,6881,2701,3457,151,0,37804,92,426,608
BCN,IEV,43,320,1034,13233,2705,3760,151,0,64247,122,851,609
PEK,IAD,123,777,697,8640,2709,3429,314,0,65446,276,559,610
AUS,IAD,90,CR7,652,8068,2711,3389,70,0,33181,79,1154,611
BHX,FRA,138,319,283,2847,2712,2999,123,0,19385,124,447,612
IST,PEK,125,77W,1056,13209,2722,3776,396,0,107562,330,603,613
EWR,CVG,28,CRJ,759,9378,2722,3481,50,0,34751,49,1457,614
DFW,CHS,101,ER4,683,8519,2723,3407,50,0,32173,42,1262,615
EWR,YOW,78,739,507,6097,2723,2992,178,0,37116,146,510,616
FRA,IAD,144,333,1050,13142,2724,3776,300,0,90157,252,730,617
IAD,AUS,172,CR7,662,8068,2724,3402,70,0,33181,66,1008,618
EWR,EDI,140,752,711,8452,2724,3429,200,0,50346,157,500,619
BHX,STR,119,E75,128,1116,2726,2856,80,162,11096,46,283,620
IAD,JAX,93,320,489,5448,2730,3475,151,0,31838,107,458,621
IAD,IAH,186,320,757,9111,2737,3485,151,0,47087,105,541,622
DFW,BOS,100,738,578,6876,2742,3311,189,0,41749,173,569,623
GVA,EWR,152,763,721,8506,2744,3450,218,0,52818,198,654,624
EWR,FRA,142,744,176,2042,2747,2952,416,0,30586,332,201,625
MPL,FRA,147,735,606,7245,2749,3357,108,0,34648,110,847,626
IST,IAD,167,330,672,8011,2754,3431,277,0,57304,204,414,627
IST,EDI,165,738,140,1338,2754,2886,189,0,16274,128,211,628
XNA,DEN,34,319,906,11246,2761,3667,123,0,51646,126,1089,629
EWR,PEK,120,777,839,10409,2761,3586,314,0,76126,250,516,630
RUH,IAD,159,777,668,7971,2763,3431,314,0,61407,277,512,631
CHS,IAH,178,ERJ,893,10910,2765,3651,37,0,37389,45,2170,632
IST,IAH,168,77W,620,7513,2767,3399,396,0,67801,292,336,633
IAH,CHS,92,CRJ,860,10910,2771,3631,50,0,39349,24,1226,634
DOH,BCN,126,332,633,7399,2772,3407,246,0,50447,168,346,635
AUS,BOS,113,E90,1038,13336,2776,3843,100,0,55564,90,1183,636
AUS,IAH,91,320,598,6878,2777,3359,151,0,37791,135,603,637
DOH,GVA,127,320,506,5669,2784,3280,151,0,32758,94,637,638
IAD,DOH,108,777,690,8356,2784,3494,314,0,63731,242,411,639
RUH,DOH,154,777,705,8540,2787,3475,314,0,64842,229,371,640
GVA,MLA,48,320,481,5268,2788,3269,151,0,31089,128,490,641
HTY,IST,57,73W,532,5970,2801,3326,149,0,33823,31,700,642
DFW,EWR,102,M83,772,9245,2803,3543,155,0,48172,126,676,643
BCN,IST,162,320,446,5231,2807,3271,151,0,30935,117,426,644
DOH,ESB,53,320,177,1957,2809,2986,151,0,17305,132,328,645
BOS,CHS,114,E90,854,10685,2810,3683,100,0,46083,64,758,646
FRA,FCO,67,319,598,6837,2815,3413,123,0,34711,127,741,647
EWR,XNA,184,ERJ,1077,13393,2822,3878,37,0,44471,11,1811,648
BHX,EDI,118,DH4,406,4385,2823,3240,68,0,21127,32,715,649
DOH,MAA,156,333,367,3820,2825,3200,300,0,35376,217,244,650
CDG,FRA,18,AR8,961,11946,2825,3621,80,0,47339,76,1306,651
IST,PEK,82,77W,1057,13209,2831,3862,396,0,107562,295,472,652
BEG,GVA,132,S20,440,5186,2833,3273,58,0,22848,48,805,653
IAH,DFW,105,M83,642,7699,2834,3459,155,0,41664,129,633,654
EDI,GVA,170,319,453,5380,2835,3299,123,0,29114,74,408,655
STR,EWR,143,752,468,5538,2843,3346,200,0,36573,181,507,656
YYZ,YQB,17,DH4,668,7972,2845,3513,68,0,32636,37,777,657
DOH,IAH,109,777,408,4429,2847,3255,314,0,40022,261,391,658
FRA,BUD,58,321,640,7746,2867,3693,197,0,46666,172,554,659
BOS,MSP,27,738,617,7447,2873,3512,189,0,44376,175,592,660
JAX,IAH,95,ERJ,739,8852,2879,3618,37,0,31520,39,1790,661
IAH,XNA,191,CRJ,486,5349,2888,3351,50,0,22658,11,678,662
FCO,RZE,47,DH4,802,9867,2889,3709,68,1,38716,38,1265,663
FRA,BCN,130,321,664,7734,2894,3521,197,0,46610,137,396,664
EDI,BCN,135,738,762,9224,2896,3658,189,0,52550,155,579,665
CHA,DFW,10,ER4,338,3662,2898,3257,50,0,17594,58,873,666
MDW,CHS,11,73W,665,7904,2901,3566,149,0,41830,93,433,667
STR,BHX,119,E75,128,1116,2902,3035,80,0,11096,49,290,668
RUH,IST,86,320,746,9178,2909,3655,151,0,47366,119,640,669
IAD,DFW,104,738,513,5947,2914,3443,189,0,37476,159,461,670
EWR,CLT,12,321,584,6672,2919,3479,197,0,41627,157,503,671
TGU,SAP,24,SF3,759,9174,2930,3689,36,0,32307,0,2548,672
EWR,IAH,180,739,882,11119,2930,3838,178,0,59582,118,544,673
RUH,GVA,158,320,400,4498,2949,3342,151,0,27883,117,403,674
EWR,YQB,185,ERJ,811,9962,2951,3770,37,0,34686,28,1681,675
PWM,DTW,29,CR9,439,4982,2955,3394,76,0,23704,81,779,676
PEK,DOH,85,333,1012,12736,2956,3968,300,0,87771,162,730,677
IST,EDI,89,738,132,1338,2964,3096,189,0,16274,143,232,678
EDI,IST,165,738,132,1338,2967,3107,189,0,16274,162,292,679
IAD,BOS,116,E90,331,3566,2968,3304,100,0,20622,57,515,680
XNA,IAH,96,738,468,5349,2970,3438,189,0,34725,146,445,681
XNA,DFW,107,M80,507,5643,2972,3451,150,0,32560,61,473,682
SAP,IAH,190,738,725,8802,2979,3704,189,0,50609,138,509,683
RUH,MAA,161,333,479,5332,2996,3478,300,8,44261,250,368,684
EWR,DTW,71,717,606,6971,2999,3605,106,26,33432,79,607,685
BOS,EWR,115,E90,343,3798,3021,3377,100,0,21451,103,548,686
EWR,AUS,171,738,747,9275,3032,3779,189,0,52785,169,655,687
EWR,SAL,65,320,1047,13365,3033,4080,151,29,64797,129,929,688
STR,NAP,4,319,608,7353,3034,3642,123,0,36693,78,524,689
STR,BCN,97,319,538,6543,3037,3614,123,0,33581,97,534,690
PWM,IAD,188,CRJ,392,3993,3039,3425,50,0,18588,48,779,691
FRA,BOM,6,744,504,5761,3039,3178,416,0,57402,357,417,692
TPA,AUS,21,E90,782,9828,3041,3823,100,0,43018,82,891,693
FRA,EWR,142,744,176,2042,3043,3244,416,0,30586,337,267,694
IAH,AUS,173,320,564,6878,3047,3640,151,0,37791,122,557,695
AUS,DFW,99,M80,580,6651,3052,3627,150,0,36744,140,666,696
ESB,DOH,53,320,177,1957,3060,3790,151,0,17305,143,383,697
STR,BDS,2,319,426,4817,3063,3489,123,0,26952,126,626,698
RUH,FRA,148,333,588,6878,3072,3662,300,0,53346,91,378,699
BEG,BUD,20,CRJ,901,11283,3074,3972,50,0,40469,39,1534,700
FRA,MUC,70,320,703,8437,3080,3783,151,0,44281,139,727,701
PWM,EWR,182,DH4,766,9194,3089,3855,68,22,36557,30,814,702
EWR,CHS,176,ERJ,461,5139,3094,3539,37,0,20930,14,2170,703
FRA,BHX,138,319,283,2847,3112,3380,123,0,19385,72,283,704
NDR,FRA,64,738,728,8770,3118,3872,189,0,50462,150,562,705
BHX,EWR,137,752,335,3689,3121,3473,200,226,27834,179,412,706
MPL,LIL,8,E70,712,8522,3132,3844,70,0,34648,45,915,707
FRA,DME,55,319,716,8555,3133,3528,123,0,41309,113,741,708
BHX,STR,119,E75,133,1116,3138,3266,80,0,11096,37,249,709
JAX,IAD,187,ERJ,470,5448,3142,3611,37,0,21812,28,1108,710
BDA,EWR,174,738,521,5972,3152,3664,189,0,37591,171,541,711
IST,EDI,165,738,132,1338,3193,3325,189,0,16274,152,239,712
FRA,MAA,112,343,602,6941,3195,3802,295,0,53191,230,361,713
BCN,NTE,44,320,365,4073,3196,3562,151,339,26114,107,343,714
FRA,BRS,39,ER4,649,7919,3203,3813,50,0,30372,35,1382,715
DOH,IST,155,333,390,4316,3209,3609,300,19,38291,238,301,716
IAD,CHS,177,CRJ,460,5428,3211,3674,50,0,22895,51,1033,717
FRA,IST,146,321,515,5830,3218,3716,197,0,37676,183,511,718
IST,STR,169,320,567,6439,3219,3782,151,9,35964,114,514,719
BHX,IST,164,739,603,7005,3220,3810,178,0,41178,34,675,720
EWR,MCO,68,320,491,5353,3236,3727,151,0,31443,144,606,721
GVA,PEK,122,330,563,6481,3241,3802,277,0,48717,125,425,722
MAA,DOH,156,333,367,3820,3256,3616,300,0,35376,266,380,723
FRA,GVA,131,E90,559,6523,3257,3815,100,0,31197,108,801,724
IST,BHX,81,DH4,603,7005,3261,3864,68,0,29534,44,739,725
ORD,EWR,63,757,734,9205,3262,3996,200,0,53905,100,1256,726
SLC,EWR,72,319,929,11695,3270,4199,123,0,53370,26,1313,727
RUH,IST,160,320,766,9178,3291,4057,151,0,47366,53,1234,728
FRA,BEG,110,319,881,10994,3303,4184,123,0,50678,79,722,729
MGM,DFW,13,ER4,699,8464,3305,4004,50,0,32007,40,1198,730
FRA,RZE,149,CR7,637,7782,3308,3959,70,0,32256,66,957,731
STR,BHX,119,E75,133,1116,3312,3445,80,0,11096,69,393,732
IAH,FRA,145,388,840,10127,3326,4166,555,0,108588,421,360,733
GVA,BEG,132,S20,440,5186,3330,3795,58,0,22848,51,803,734
EWR,FRA,142,744,173,2042,3330,3506,416,0,30586,350,213,735
SAH,RUH,46,310,430,4593,3338,3791,206,0,32575,180,442,736
DFW,CHA,10,ER4,338,3662,3345,3683,50,0,17594,53,823,737
GVA,DOH,127,320,506,5669,3354,3860,151,0,32758,115,444,738
GVA,EDI,170,319,453,5380,3356,3811,123,0,29114,103,542,739
EDI,BHX,118,DH4,406,4385,3357,3744,68,0,21127,64,670,740
IAD,GVA,153,763,923,11288,3370,4293,218,0,66543,179,710,741
MDW,EWR,73,73W,669,8013,3376,4045,149,0,42281,105,559,742
IST,BCN,162,320,446,5231,3378,3829,151,0,30935,113,425,743
IAH,DOH,109,777,408,4429,3386,3804,314,0,40022,278,374,744
XNA,IAH,191,CRJ,486,5349,3389,3858,50,0,22658,68,1172,745
IST,GVA,166,320,928,11503,3397,4325,151,0,57045,63,746,746
GUA,EWR,75,738,703,8786,3406,4124,189,249,50535,128,427,747
DFW,JAX,106,M80,634,7710,3407,4054,150,0,41141,134,660,748
IAH,PEK,124,773,684,8216,3415,4112,368,0,69354,314,520,749
BOS,IAD,116,E90,341,3566,3418,3770,100,0,20622,51,393,750
EWR,STR,143,752,470,5538,3426,3894,200,0,36573,132,316,751
BOS,DFW,100,738,588,6876,3432,4010,189,135,41749,170,551,752
BHX,FRA,138,319,281,2847,3434,3709,123,0,19385,110,400,753
JAX,IAH,189,ERJ,726,8852,3435,4161,37,0,31520,4,1172,754
DUS,MPL,3,319,566,6624,3438,4020,123,0,33892,76,472,755
SAP,EWR,183,738,845,10258,3444,4289,189,314,57306,158,706,756
IAH,IST,168,77W,643,7513,3445,4065,396,17,67801,313,374,757
BCN,DOH,126,332,621,7399,3448,4081,246,0,50447,55,374,758
FRA,STR,150,319,642,7961,3451,4093,123,0,39028,19,868,759
EWR,BOS,115,E90,343,3798,3460,3804,100,153,21451,30,423,760
IAD,AUS,90,CR7,652,8068,3466,4118,70,0,33181,66,1066,761
VRN,FRA,129,E95,846,10334,3468,4314,106,0,45692,111,1066,762
DFW,FRA,103,777,690,8068,3469,4127,314,19,61993,270,489,763
GVA,RUH,158,320,404,4498,3478,3878,151,0,27883,37,348,764
EWR,BZE,7,738,929,11870,3481,4096,189,0,64722,97,1634,765
